# Reff, density
0.000000000000000000e+00 0.000000000000000000e+00
9.116012334506529147e-01 3.400066048650492430e+08
6.978058369688783236e-01 5.453484429898461103e+08
7.063835988090431117e-01 5.095120155402413607e+08
0.000000000000000000e+00 0.000000000000000000e+00
5.272422590830527778e-01 5.390800774896091223e+08
4.658592154652552719e-01 5.626251242849203348e+08
3.773997782237037968e-01 5.303470224559569359e+08
0.000000000000000000e+00 0.000000000000000000e+00
2.574921016910479143e-01 5.343671712013804317e+08
3.003790498888011529e-01 5.566286096467397213e+08
1.638357930746484337e-01 5.408925061410068274e+08
0.000000000000000000e+00 0.000000000000000000e+00
9.398390300147300980e-02 5.399306758448596001e+08
1.852679546885574180e-01 5.616055234481151104e+08
4.643744125588131211e-02 5.568316931134487391e+08
0.000000000000000000e+00 0.000000000000000000e+00
1.858978685113574919e-02 5.431211758697670698e+08
1.075934757745505704e-01 5.632455998527302742e+08
8.996407764222710823e-03 5.433667468500734568e+08
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
6.185458385606028286e-02 5.568684729210002422e+08
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
3.922987636984666404e-02 5.524860885233682394e+08
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
3.920632793627826240e-02 5.739505799825750589e+08
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
2.140656780382928573e-02 5.445534748045728207e+08
0.000000000000000000e+00 0.000000000000000000e+00
8.007647951115648421e-02 5.537944973512710333e+08
7.261335411422512043e-02 5.616663709087333679e+08
1.724187429976462849e-01 5.632366717362021208e+08
0.000000000000000000e+00 0.000000000000000000e+00
8.203051466692995453e-01 3.785939281776934862e+08
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
