# Reff, density
0.000000000000000000e+00 0.000000000000000000e+00
9.103641047286353816e-01 3.499764272777058482e+08
6.981868805280597723e-01 6.119782874819815159e+08
7.072270102264672786e-01 5.682319896455715895e+08
0.000000000000000000e+00 0.000000000000000000e+00
5.268869397361091167e-01 5.729706559598177671e+08
4.668131238490551560e-01 6.046000544490902424e+08
3.770875766363815385e-01 5.582459116355763674e+08
0.000000000000000000e+00 0.000000000000000000e+00
2.580743653209052191e-01 5.763845951253235340e+08
3.009880467068489218e-01 6.095358374232656956e+08
1.635856808333465140e-01 5.833775076747988462e+08
0.000000000000000000e+00 0.000000000000000000e+00
9.432337088020184557e-02 5.758179888400046825e+08
1.848313933600276571e-01 5.899679080346293449e+08
4.639671975420740779e-02 5.750515945665826797e+08
0.000000000000000000e+00 0.000000000000000000e+00
1.862527179706750455e-02 5.613224869540634155e+08
1.080962551384394565e-01 5.954108017952436209e+08
8.833446001630457928e-03 5.702863450923172235e+08
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
5.995508906612797423e-02 6.012632461530689001e+08
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
3.822458711083419336e-02 6.152082052992804050e+08
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
3.867834919905352442e-02 6.078521469467078447e+08
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
2.275873197156947497e-02 5.964216171625251770e+08
0.000000000000000000e+00 0.000000000000000000e+00
7.811410676349550553e-02 6.083692835531127453e+08
7.434005114514297130e-02 6.306441268877787590e+08
