!      r     n_20m3_e      T_keV_e      T_keV_H
0.000000000000000000e+00 1.209242366772212085e+00 1.337427174520713802e+00 1.413779144634210727e+00
5.300000000000000544e-02 1.183002457306210564e+00 1.290453093908865645e+00 1.382415209483188523e+00
7.495331880577403572e-02 1.156278880167460610e+00 1.249193788032371577e+00 1.357717574267871097e+00
9.179869280115050822e-02 1.129252716806790291e+00 1.211490507259409766e+00 1.335181175011309396e+00
1.060000000000000109e-01 1.102104697394823640e+00 1.176578342784941666e+00 1.313878941177930137e+00
1.185116028074888611e-01 1.075003574722194655e+00 1.144092278621212433e+00 1.293568966126519726e+00
1.298229563675084297e-01 1.048107198083815028e+00 1.113608531874897833e+00 1.273945339995219639e+00
1.402248194864233188e-01 1.021547187487828801e+00 1.084799505903219163e+00 1.254606346732902944e+00
1.499066376115480714e-01 9.954412557490380786e-01 1.057450597039944595e+00 1.235146702855655754e+00
1.590000000000000024e-01 9.698984606199634317e-01 1.031442428659954169e+00 1.215242725816813696e+00
1.676007159889241205e-01 9.450082141000430980e-01 1.006696982902036908e+00 1.194692942917956913e+00
1.757811138888361879e-01 9.208363959063869952e-01 9.831580510693566088e-01 1.173411383536318686e+00
1.835973856023010164e-01 8.974238812564300227e-01 9.607727158051273531e-01 1.151393944119132984e+00
1.910942175995914705e-01 8.747874466557822304e-01 9.394811884032756577e-01 1.128686132935138531e+00
1.983078414990189220e-01 8.529550123174022280e-01 9.192554077956326397e-01 1.105337071063624776e+00
2.052681173489931121e-01 8.319921217372635569e-01 9.001157671661581539e-01 1.081393260951870605e+00
2.120000000000000218e-01 8.117850794040334383e-01 8.818755799075852497e-01 1.057015165399171730e+00
2.185245981577360330e-01 7.924901035348640432e-01 8.646683801259466007e-01 1.032226862669979539e+00
2.248599564173221210e-01 7.739244154754262306e-01 8.482479852982235391e-01 1.007202505023917727e+00
2.310216440076557076e-01 7.562090591275437701e-01 8.326987303094612880e-01 9.820091522396651174e-01
2.370232056149777222e-01 7.392388862863256138e-01 8.178673032132455223e-01 9.567614055060595923e-01
2.428765118326595418e-01 7.229670932450040777e-01 8.036631463732122338e-01 9.315413755260548712e-01
2.485920352706417757e-01 7.074996637671917554e-01 7.901125448418673258e-01 9.064498143944028641e-01
2.541790707355741641e-01 6.926919136873882499e-01 7.770316176421157017e-01 8.815405647118255139e-01
2.596459127350168594e-01 6.785207360126355169e-01 7.643411820978718296e-01 8.568704611919935044e-01
2.650000000000000133e-01 6.649654786760663683e-01 7.519642632171713581e-01 8.324928848614620014e-01
2.702480342204176544e-01 6.520832291745783937e-01 7.398507961314066961e-01 8.085124546576613058e-01
2.753960784034515386e-01 6.397622617466505179e-01 7.278953876927675148e-01 7.849322307127688525e-01
2.804496389728466377e-01 6.279800683589856769e-01 7.160465485899322191e-01 7.618003612089769838e-01
2.854137347781287026e-01 6.167140690889387766e-01 7.042648869188378180e-01 7.391658576962165661e-01
2.902929554777380350e-01 6.059418097352081700e-01 6.925229506115740952e-01 7.170787036019657945e-01
2.950915112299911658e-01 5.956411296371469932e-01 6.808039180868568074e-01 6.955893548720646358e-01
2.998132752230961429e-01 5.857903010000932165e-01 6.690995669745342100e-01 6.747476545461725816e-01
3.044618202665155260e-01 5.763681414999911601e-01 6.574079876134397704e-01 6.546012565153762619e-01
3.090404504268009500e-01 5.673541022899851738e-01 6.457314284354337408e-01 6.351937166052558092e-01
3.135522285042796620e-01 5.587283337663097038e-01 6.340745222595840502e-01 6.165624545823811253e-01
3.180000000000000049e-01 5.504717315837380776e-01 6.224430015761185375e-01 5.987368125573286903e-01
3.223864141058056521e-01 5.425659654568275592e-01 6.108429016708366577e-01 5.817364292424613836e-01
3.267139421573557745e-01 5.349934932564185397e-01 5.992801836987051711e-01 5.655701146055233108e-01
3.309848939151151526e-01 5.277375628257567897e-01 5.877606798410581757e-01 5.502353491624316639e-01
3.352014319778482410e-01 5.207822038096608930e-01 5.762902569231312944e-01 5.357184549254155881e-01
3.393655845839410046e-01 5.141122116256504615e-01 5.648751012338933952e-01 5.219954032014697543e-01
3.434792570156166014e-01 5.077131255173840119e-01 5.535220378624859938e-01 5.090331517941151240e-01
3.475442417880060253e-01 5.015712024271473668e-01 5.422388096919551481e-01 4.967913526710034389e-01
3.515622277776723759e-01 4.956733882124713109e-01 5.310342552748199552e-01 4.852242479800561448e-01
3.555348084224665972e-01 4.900072875176583742e-01 5.199183439737852241e-01 4.742825781651965333e-01
3.594634891056392445e-01 4.845611333989476299e-01 5.089020528573908742e-01 4.639153554688974501e-01
3.633496938212553706e-01 4.793237575953454566e-01 4.979971011015691951e-01 4.540713999029008519e-01
3.671947712046020329e-01 4.742845621386501676e-01 4.872155872683440192e-01 4.447005823624188836e-01
3.709999999999999964e-01 4.694334928079352265e-01 4.765695925708373082e-01 4.357547622013659971e-01
3.747665940288702480e-01 4.647965161991451377e-01 4.661060525078430938e-01 4.272564082335885138e-01
3.784957067127710517e-01 4.603285264529961007e-01 4.558102650344125761e-01 4.190815882553721727e-01
3.821884351991829409e-01 4.560206556328912364e-01 4.456913063507378370e-01 4.111913452901479471e-01
3.858458241318674653e-01 4.518644950470425692e-01 4.357561120502569385e-01 4.035507974389616059e-01
3.894688691025253724e-01 4.478520787718907048e-01 4.260095293120500504e-01 3.961288915436301794e-01
3.930585198160701510e-01 4.439770333922988255e-01 4.164562698814227026e-01 3.888995414247971016e-01
3.966156829980378440e-01 4.402684114840200724e-01 4.071566422341386104e-01 3.818780507263908053e-01
4.001412250693497930e-01 4.366799468792694761e-01 3.980519519893260805e-01 3.749900939115830556e-01
4.036359746107871516e-01 4.332050161363311669e-01 3.891375281318784074e-01 3.682190133094144779e-01
