!      r     n_20m3_e      T_keV_e      T_keV_H
4.465859379783470029e-01 4.309850831466207621e-01 3.158987487703999175e-01 2.983664457598235176e-01
4.497199128346442421e-01 4.282461783482072737e-01 3.079905376121996885e-01 2.929187653418076076e-01
4.528321985018291529e-01 4.255351905375005517e-01 3.001361884639848765e-01 2.873479895173879917e-01
4.559232391532592188e-01 4.228437880553101436e-01 2.923248724478793581e-01 2.816863595076504745e-01
4.589934640057524717e-01 4.201736010539045552e-01 2.845653154847892496e-01 2.759219045794283898e-01
4.620432880153114152e-01 4.175262931120933829e-01 2.768785612283318209e-01 2.700330854974313244e-01
4.650731125317825176e-01 4.148905830108404746e-01 2.692390269016583515e-01 2.640735020440102554e-01
4.680833259153758807e-01 4.122661074271560255e-01 2.616485034782840557e-01 2.580429229234719735e-01
4.710743041177262724e-01 4.096554526754102588e-01 2.541480633090436592e-01 2.519037510899284626e-01
4.740464112299554444e-01 4.070493787636570437e-01 2.466988277725148948e-01 2.457139748789060607e-01
4.770000000000000351e-01 4.044476087253241481e-01 2.392995929438439529e-01 2.394753588624875806e-01
4.799354123212831169e-01 4.018486555739662625e-01 2.320055683399043223e-01 2.331567174779765050e-01
4.828529796946478547e-01 3.992483314529945981e-01 2.247670374298584017e-01 2.268072438379866440e-01
4.857530236653190836e-01 3.966465977435468804e-01 2.175855634163510743e-01 2.204260694282791921e-01
4.886358562365230584e-01 3.940368142348234515e-01 2.105215356190633103e-01 2.140025064863179671e-01
4.915017802612723363e-01 3.914208252093043239e-01 2.035177783438981980e-01 2.075676916368499603e-01
4.943510898137071785e-01 3.887971533691030324e-01 1.965871973892336366e-01 2.011199671789151433e-01
4.971840705412835515e-01 3.861566866002304477e-01 1.897815105384045575e-01 1.946719321772648892e-01
5.000009999990000509e-01 3.835062979999009358e-01 1.830410693463696559e-01 1.882318041615154147e-01
5.028021479667723614e-01 3.808397651625251012e-01 1.764030640669737027e-01 1.818080749324664791e-01
5.055877767509812104e-01 3.781515904426968055e-01 1.698885984718321862e-01 1.754226835245049909e-01
5.083581414711483282e-01 3.754508441149181364e-01 1.634437883351135545e-01 1.690628078423782321e-01
5.111134903326266521e-01 3.727219119043967410e-01 1.571487844246661769e-01 1.627699369736780033e-01
5.138540648861309457e-01 3.699718611673071256e-01 1.509607023044997332e-01 1.565380305491480828e-01
5.165801002748751092e-01 3.672049156089630673e-01 1.448581576165581253e-01 1.503548956799544423e-01
5.192918254700337188e-01 3.643983598733239737e-01 1.389495179973904981e-01 1.443033431672569034e-01
5.219894634951935952e-01 3.615750334276703337e-01 1.331212964195894466e-01 1.383126955929633861e-01
5.246732316404183472e-01 3.587195932739977167e-01 1.274464635617468256e-01 1.324405316125433774e-01
5.273433416665086471e-01 3.558311789376982781e-01 1.219260220814372409e-01 1.266999090671257766e-01
5.300000000000000266e-01 3.529257568650964183e-01 1.164852140484868015e-01 1.210271342092357899e-01
