!      r     n_20m3_e      T_keV_e      T_keV_H
0.000000000000000000e+00 5.246338724249189900e-01 1.018574842625877164e+00 8.515325233050972109e-01
5.300000000000000544e-02 5.229330715448821110e-01 9.989648578417553715e-01 8.386205814156622029e-01
7.495331880577403572e-02 5.212527480383130074e-01 9.803553261084005932e-01 8.287005256216312121e-01
9.179869280115050822e-02 5.195944043579137084e-01 9.618860198314196364e-01 8.195953852342231505e-01
1.060000000000000109e-01 5.179579120656971902e-01 9.431067984904575319e-01 8.108770526525548306e-01
1.185116028074888611e-01 5.163433079723066532e-01 9.238272611818794111e-01 8.023787569847695700e-01
1.298229563675084297e-01 5.147489403668387142e-01 9.041024411487917911e-01 7.939093047466266873e-01
1.402248194864233188e-01 5.131728235627550649e-01 8.841094501829021013e-01 7.852905568197566799e-01
1.499066376115480714e-01 5.116129716687355389e-01 8.640656987923378551e-01 7.764016917839374754e-01
1.590000000000000024e-01 5.100673984650480053e-01 8.441953712789365127e-01 7.671925132348687004e-01
1.676007159889241205e-01 5.085338237299183994e-01 8.247074521507835598e-01 7.576728028469363885e-01
1.757811138888361879e-01 5.070098682170476323e-01 8.057735835524151291e-01 7.478833548618948335e-01
1.835973856023010164e-01 5.054932379050975921e-01 7.875159408284888585e-01 7.378719228633632277e-01
1.910942175995914705e-01 5.039818734388590293e-01 7.700052003924009458e-01 7.276814388900538777e-01
1.983078414990189220e-01 5.024741208321263919e-01 7.533003965756658316e-01 7.173422326443660291e-01
2.052681173489931121e-01 5.009684410559062107e-01 7.374825609603428145e-01 7.068755877580507052e-01
2.120000000000000218e-01 4.994633615301775631e-01 7.224347699396350686e-01 6.963186918665134062e-01
2.185245981577360330e-01 4.979576912170898262e-01 7.083025072105059161e-01 6.856750389164661952e-01
2.248599564173221210e-01 4.964506771842233657e-01 6.948849117684879895e-01 6.749773927674814766e-01
2.310216440076557076e-01 4.949412708232114322e-01 6.822742767358945803e-01 6.642333692320605554e-01
2.370232056149777222e-01 4.934291518563845291e-01 6.703428874743121435e-01 6.534636201575874104e-01
2.428765118326595418e-01 4.919140545586617730e-01 6.590202419437969361e-01 6.426834185852768888e-01
2.485920352706417757e-01 4.903950891454574856e-01 6.483581911088365235e-01 6.319106926061597296e-01
2.541790707355741641e-01 4.888726782827914619e-01 6.382006403596227617e-01 6.211627387143312529e-01
2.596459127350168594e-01 4.873467847722735002e-01 6.284959796343584371e-01 6.104572049709403592e-01
2.650000000000000133e-01 4.858174288662249207e-01 6.191954515585389451e-01 5.998136342016290312e-01
2.702480342204176544e-01 4.842842550270320401e-01 6.102948205252768377e-01 5.892681748132100328e-01
2.753960784034515386e-01 4.827479329947478304e-01 6.016946911827146804e-01 5.788341705801369752e-01
2.804496389728466377e-01 4.812086735890793165e-01 5.933577936888765336e-01 5.685359510656093907e-01
2.854137347781287026e-01 4.796667267588841654e-01 5.852521693040203532e-01 5.583982948062697904e-01
2.902929554777380350e-01 4.781223738671140366e-01 5.773512526218435026e-01 5.484455687995249962e-01
2.950915112299911658e-01 4.765759203324271276e-01 5.696335208571027264e-01 5.387007632106344257e-01
2.998132752230961429e-01 4.750276887171316353e-01 5.620818470456965255e-01 5.291845228606645302e-01
3.044618202665155260e-01 4.734780123217613990e-01 5.546827055468367407e-01 5.199142845803660373e-01
3.090404504268009500e-01 4.719272293205528657e-01 5.474253537764856015e-01 5.109036162858716645e-01
3.135522285042796620e-01 4.703756774498315529e-01 5.403010711748386097e-01 5.021618221151183947e-01
3.180000000000000049e-01 4.688236892434683445e-01 5.333024922194417039e-01 4.936938357612818962e-01
3.223864141058056521e-01 4.672715877963097841e-01 5.264230363612941721e-01 4.855003814832970499e-01
3.267139421573557745e-01 4.657196830277665067e-01 5.196564188539934959e-01 4.775783486296746871e-01
3.309848939151151526e-01 4.641682684136213544e-01 5.129962221857399252e-01 4.699213067697368129e-01
3.352014319778482410e-01 4.626176181540160859e-01 5.064355149287372848e-01 4.625200858293403439e-01
3.393655845839410046e-01 4.610679847494372763e-01 4.999665187314409898e-01 4.553633560232716593e-01
3.434792570156166014e-01 4.595195969634968680e-01 4.935803398182861956e-01 4.484381606185068869e-01
3.475442417880060253e-01 4.579726581610998326e-01 4.872667934050011751e-01 4.417303751185836513e-01
3.515622277776723759e-01 4.564273450223319539e-01 4.810143528169129601e-01 4.352250849349311723e-01
3.555348084224665972e-01 4.548838066455742069e-01 4.748102462246044930e-01 4.289068873544694127e-01
3.594634891056392445e-01 4.533421640670428077e-01 4.686407026174406742e-01 4.227601316058148817e-01
3.633496938212553706e-01 4.518025102374739199e-01 4.624913198992934849e-01 4.167691132552750477e-01
3.671947712046020329e-01 4.502649105092375037e-01 4.563475018250319759e-01 4.109182369669608925e-01
3.709999999999999964e-01 4.487294036979264655e-01 4.501948986098114891e-01 4.051921562536582311e-01
3.747665940288702480e-01 4.471964486297292929e-01 4.440109267882095812e-01 3.995946341802489865e-01
3.784957067127710517e-01 4.456656109956337319e-01 4.377847386539519547e-01 3.940863248434686716e-01
3.821884351991829409e-01 4.441368257548292120e-01 4.315060068491806677e-01 3.886523105029363045e-01
3.858458241318674653e-01 4.426100021388303385e-01 4.251666610909528576e-01 3.832785145927342096e-01
3.894688691025253724e-01 4.410850273724123416e-01 4.187607612816607316e-01 3.779517962768745298e-01
3.930585198160701510e-01 4.395617850470469601e-01 4.122835994411503946e-01 3.726601640066488641e-01
3.966156829980378440e-01 4.380404995435567828e-01 4.057105755811099557e-01 3.673934816632272726e-01
4.001412250693497930e-01 4.365204490827594430e-01 3.990641711597144314e-01 3.621317734228555740e-01
4.036359746107871516e-01 4.350013941692748576e-01 3.923475153369900270e-01 3.568664438501354397e-01
4.071007246370362820e-01 4.334830903152316339e-01 3.855643534415038043e-01 3.515900957666142079e-01
4.105362346979862243e-01 4.319652976580274917e-01 3.787140082896448545e-01 3.462939718915744591e-01
4.139432328230526759e-01 4.304475159820393970e-01 3.717915340953250602e-01 3.409624156023151609e-01
4.173224173226260381e-01 4.289292549481913963e-01 3.648221878567245446e-01 3.355981420194917297e-01
4.206744584592699288e-01 4.274101871512820949e-01 3.578114967472959540e-01 3.301989087505083909e-01
4.240000000000000435e-01 4.258900143636472069e-01 3.507645443916611039e-01 3.247629342811608755e-01
4.272996606598231661e-01 4.243671784488989296e-01 3.436760640212807583e-01 3.192679655490878177e-01
4.305740354457059382e-01 4.228418175857147077e-01 3.365681990549266311e-01 3.137326950353239718e-01
4.338236969092398865e-01 4.213135837953392859e-01 3.294449287600909604e-01 3.081579567706035916e-01
4.370491963154720660e-01 4.197817804927682084e-01 3.223093699245126453e-01 3.025407627872703231e-01
4.402510647346580264e-01 4.182437820252855598e-01 3.151675956883226437e-01 2.968677997191403461e-01
4.434298140630600904e-01 4.167007941929333770e-01 3.080274958408317776e-01 2.911597323031548390e-01
4.465859379783470029e-01 4.151525427927550971e-01 3.008912235143294533e-01 2.854181726898923355e-01
4.497199128346442421e-01 4.135958609294551058e-01 2.937662963687661111e-01 2.796325108378473479e-01
4.528321985018291529e-01 4.120301799601617243e-01 2.866583824655865587e-01 2.738110557324145433e-01
4.559232391532592188e-01 4.104568847911067020e-01 2.795664000794739756e-01 2.679638276065781088e-01
4.589934640057524717e-01 4.088740660841131969e-01 2.724955934873704022e-01 2.620880320810335395e-01
4.620432880153114152e-01 4.072766229618378087e-01 2.654602643194490241e-01 2.561796516345815067e-01
4.650731125317825176e-01 4.056690643691310272e-01 2.584504934416923527e-01 2.502538509919861598e-01
4.680833259153758807e-01 4.040508505240399950e-01 2.514678814938322571e-01 2.443108898166380105e-01
4.710743041177262724e-01 4.024116290181092292e-01 2.445404208782387401e-01 2.383446757045530329e-01
4.740464112299554444e-01 4.007597540853341522e-01 2.376467961275560425e-01 2.323695267485716420e-01
4.770000000000000351e-01 3.990954864176110006e-01 2.307863402249987206e-01 2.263858743472084989e-01
4.799354123212831169e-01 3.974037654505794270e-01 2.240004543881230215e-01 2.203933220873815768e-01
4.828529796946478547e-01 3.956969446705271842e-01 2.172561452127430293e-01 2.144007380747186275e-01
4.857530236653190836e-01 3.939745987306085273e-01 2.105545838724220964e-01 2.084081214147736338e-01
4.886358562365230584e-01 3.922192413830675184e-01 2.039452369226000261e-01 2.024252270918926455e-01
4.915017802612723363e-01 3.904465632922247131e-01 1.973850176625632780e-01 1.964520495975102532e-01
4.943510898137071785e-01 3.886528283382334470e-01 1.908845751077014874e-01 1.904910080212643964e-01
4.971840705412835515e-01 3.868225996536032163e-01 1.844896105588970103e-01 1.845610086539828665e-01
5.000009999990000509e-01 3.849731846069647800e-01 1.781509248123069600e-01 1.786512885021624142e-01
5.028021479667723614e-01 3.830935867809472928e-01 1.719011778527669287e-01 1.727754129698318430e-01
5.055877767509812104e-01 3.811774796981350910e-01 1.657611475543958601e-01 1.669502576045175934e-01
5.083581414711483282e-01 3.792407922334848358e-01 1.596834404871922963e-01 1.611559041171815310e-01
5.111134903326266521e-01 3.772598575436877377e-01 1.537412061288634668e-01 1.554346512312531348e-01
5.138540648861309457e-01 3.752474057694928367e-01 1.478970291743766097e-01 1.497734329551482224e-01
5.165801002748751092e-01 3.732097403277794267e-01 1.421312981429632971e-01 1.441602423669021416e-01
5.192918254700337188e-01 3.711149963560730347e-01 1.365452601799909682e-01 1.386692105497460414e-01
5.219894634951935952e-01 3.689965547542929936e-01 1.310342020604660374e-01 1.332330625262606316e-01
5.246732316404183472e-01 3.668329031644657068e-01 1.256663264535577973e-01 1.279031414927710719e-01
5.273433416665086471e-01 3.646234855433624356e-01 1.204432212527997287e-01 1.226887587202113716e-01
5.300000000000000266e-01 3.623904622850747659e-01 1.152947871036349159e-01 1.175339693664470830e-01
