!      r     n_20m3_e      T_keV_e      T_keV_H
3.594634891056392445e-01 4.885355163553102287e-01 5.273823750122336174e-01 4.336571067355831643e-01
3.633496938212553706e-01 4.833307033306165623e-01 5.183489574635661290e-01 4.262706818902379791e-01
3.671947712046020329e-01 4.782968682436449792e-01 5.092313694520974598e-01 4.193061922971715871e-01
3.709999999999999964e-01 4.734259321103000961e-01 5.000240147860812723e-01 4.126941862472885414e-01
3.747665940288702480e-01 4.687412246924502202e-01 4.907063925147771011e-01 4.064124680079534979e-01
3.784957067127710517e-01 4.642041955611362347e-01 4.813008616539216633e-01 4.003341188943489448e-01
3.821884351991829409e-01 4.598076156432976402e-01 4.718160219265163380e-01 3.944065983759600380e-01
3.858458241318674653e-01 4.555446011965937347e-01 4.622628595640245752e-01 3.885845819016013336e-01
3.894688691025253724e-01 4.514086040259237542e-01 4.526539126192817286e-01 3.828294843582794038e-01
3.930585198160701510e-01 4.473944411906888852e-01 4.430024245591204224e-01 3.771087950213078965e-01
3.966156829980378440e-01 4.435286601670005435e-01 4.333228224994867817e-01 3.713862224360274800e-01
4.001412250693497930e-01 4.397705956527911964e-01 4.236428542856051083e-01 3.656359453095660572e-01
4.036359746107871516e-01 4.361146980239024029e-01 4.139765607252405277e-01 3.598461450557715047e-01
4.071007246370362820e-01 4.325557210947962306e-01 4.043364953681708451e-01 3.540081918779183212e-01
4.105362346979862243e-01 4.290962742901377469e-01 3.947388158462261099e-01 3.481107144125923925e-01
4.139432328230526759e-01 4.257501345116427305e-01 3.852149050981211187e-01 3.421348462151673764e-01
4.173224173226260381e-01 4.224842324114003178e-01 3.757596764369770526e-01 3.360999044140634551e-01
4.206744584592699288e-01 4.192942316111731849e-01 3.663788733009039622e-01 3.300083714390149026e-01
4.240000000000000435e-01 4.161760915251522808e-01 3.570772900812936856e-01 3.238628577587150392e-01
4.272996606598231661e-01 4.131575525272074834e-01 3.479078411133592619e-01 3.176446688590550127e-01
4.305740354457059382e-01 4.102000583548172097e-01 3.388331570100374113e-01 3.113847836562284033e-01
4.338236969092398865e-01 4.073001673239435294e-01 3.298539495368009722e-01 3.050872660627659827e-01
4.370491963154720660e-01 4.044596328000540364e-01 3.209806464054807962e-01 2.987530987502787783e-01
4.402510647346580264e-01 4.016926297810521351e-01 3.122565279933582350e-01 2.923793808300791386e-01
4.434298140630600904e-01 3.989702064538552251e-01 3.036334385523828394e-01 2.859852600781881971e-01
4.465859379783470029e-01 3.962898179252903885e-01 2.951099460749460612e-01 2.795733380801563306e-01
4.497199128346442421e-01 3.936635780827804076e-01 2.867270782454378608e-01 2.731425382590613182e-01
4.528321985018291529e-01 3.910804711504465847e-01 2.784714825453991072e-01 2.667014078479252870e-01
4.559232391532592188e-01 3.885282703194566922e-01 2.703142141900430895e-01 2.602549163254701536e-01
4.589934640057524717e-01 3.860101814260845088e-01 2.622723207335813100e-01 2.538044672415976089e-01
4.620432880153114152e-01 3.835310664865569374e-01 2.543836392804233459e-01 2.473552429429740351e-01
4.650731125317825176e-01 3.810730730368859231e-01 2.465898760574798676e-01 2.409097694968024839e-01
4.680833259153758807e-01 3.786359721173053750e-01 2.388935272014241773e-01 2.344689217347257215e-01
4.710743041177262724e-01 3.762285694830231342e-01 2.313662837638681413e-01 2.280426275248419454e-01
4.740464112299554444e-01 3.738338864205643097e-01 2.239300700667018196e-01 2.216275842955251763e-01
4.770000000000000351e-01 3.714514088032490058e-01 2.165824826436381079e-01 2.152236814469079829e-01
4.799354123212831169e-01 3.690866799402017784e-01 2.094109271050161036e-01 2.088494170529894833e-01
4.828529796946478547e-01 3.667276611109726581e-01 2.023270109573815367e-01 2.024940731931374471e-01
4.857530236653190836e-01 3.643745131615847566e-01 1.953332029159735306e-01 1.961581828401425254e-01
4.886358562365230584e-01 3.620267998440164781e-01 1.885145485454144954e-01 1.898695374711915906e-01
4.915017802612723363e-01 3.596791507974056445e-01 1.817811541744063786e-01 1.836087885420319421e-01
4.943510898137071785e-01 3.573313847453465364e-01 1.751509455863407005e-01 1.773821709340064057e-01
4.971840705412835515e-01 3.549784653393545097e-01 1.686876270300990688e-01 1.712221504043916487e-01
5.000009999990000509e-01 3.526212577952074767e-01 1.623082265778458544e-01 1.651003169441840890e-01
5.028021479667723614e-01 3.502565297194735194e-01 1.560589647309332528e-01 1.590401144660353039e-01
5.055877767509812104e-01 3.478795794973847944e-01 1.499595592944363287e-01 1.530626910932525730e-01
5.083581414711483282e-01 3.454951720832856177e-01 1.439432522780766111e-01 1.471338321372274716e-01
5.111134903326266521e-01 3.430929663939562557e-01 1.381013235348981238e-01 1.413153008845897673e-01
5.138540648861309457e-01 3.406764214412043579e-01 1.323794809253686922e-01 1.355821857186411683e-01
5.165801002748751092e-01 3.382484050777143092e-01 1.267537072227585548e-01 1.299174034220439422e-01
5.192918254700337188e-01 3.357920984753003379e-01 1.213392279027057374e-01 1.244185002578081373e-01
5.219894634951935952e-01 3.333234337650927137e-01 1.160105679790888050e-01 1.189917292428937790e-01
5.246732316404183472e-01 3.308309688461002485e-01 1.108449378378934536e-01 1.137037617291099534e-01
5.273433416665086471e-01 3.283133719269534789e-01 1.058401340506594651e-01 1.085619060416656290e-01
5.300000000000000266e-01 3.257828121866744309e-01 1.009182828038897306e-01 1.034954132962279810e-01
