!      r     n_20m3_e      T_keV_e      T_keV_H
0.000000000000000000e+00 1.364170864539286043e+00 1.219530002390111667e+00 1.325019273920799989e+00
5.300000000000000544e-02 1.329601424036468860e+00 1.197134142792175115e+00 1.304424041678191593e+00
7.495331880577403572e-02 1.294953974498906257e+00 1.176406851664793640e+00 1.287058990469307496e+00
9.179869280115050822e-02 1.260431420456817442e+00 1.156515871549616659e+00 1.270716641374181943e+00
1.060000000000000109e-01 1.226208684605189614e+00 1.137071377598042110e+00 1.254979650745254194e+00
1.185116028074888611e-01 1.192457132060798619e+00 1.117848160654838052e+00 1.239679623751144710e+00
1.298229563675084297e-01 1.159310246190138116e+00 1.098718286612517137e+00 1.224509113367096891e+00
1.402248194864233188e-01 1.126873221498056576e+00 1.079652324866434032e+00 1.209096248636218007e+00
1.499066376115480714e-01 1.095241377570039809e+00 1.060680677322954013e+00 1.193125198517085872e+00
1.590000000000000024e-01 1.064505244764843095e+00 1.041865323407711097e+00 1.176406387643920803e+00
1.676007159889241205e-01 1.034732119077380386e+00 1.023274660652554457e+00 1.158892321008189175e+00
1.757811138888361879e-01 1.005963917693691645e+00 1.004964998249419317e+00 1.140635815530958608e+00
1.835973856023010164e-01 9.782171386140126046e-01 9.869709840122085076e-01 1.121736827821548710e+00
1.910942175995914705e-01 9.514848167849054850e-01 9.693048115841019774e-01 1.102305087799273275e+00
1.983078414990189220e-01 9.257806260139493926e-01 9.519741017701697228e-01 1.082427226542111098e+00
2.052681173489931121e-01 9.011673773315888036e-01 9.349925711709329290e-01 1.062171110321899592e+00
2.120000000000000218e-01 8.774896536980707484e-01 9.182997200346572075e-01 1.041652747268650314e+00
2.185245981577360330e-01 8.549278354885150311e-01 9.019326104415572587e-01 1.020888669739968835e+00
2.248599564173221210e-01 8.332502667715527833e-01 8.858072235919943749e-01 9.999741433192543827e-01
2.310216440076557076e-01 8.125966204667944837e-01 8.699424807176171504e-01 9.789281652611770967e-01
2.370232056149777222e-01 7.928352860456624462e-01 8.542886702366677687e-01 9.578015534860312430e-01
2.428765118326595418e-01 7.739068624265627028e-01 8.388198047100881016e-01 9.366268917000964978e-01
2.485920352706417757e-01 7.559345234802017366e-01 8.235526868379721144e-01 9.154316362987484634e-01
2.541790707355741641e-01 7.387443324362823471e-01 8.084470742394234133e-01 8.942502029560372989e-01
2.596459127350168594e-01 7.223077500009880136e-01 7.934994335263255705e-01 8.731116229582241983e-01
2.650000000000000133e-01 7.065995983158894767e-01 7.787117870369186790e-01 8.520479983117777989e-01
2.702480342204176544e-01 6.916869397571245859e-01 7.641143859914329983e-01 8.311164748910205846e-01
2.753960784034515386e-01 6.774376571013989157e-01 7.496932221773607852e-01 8.103463453087215163e-01
2.804496389728466377e-01 6.638253360132221337e-01 7.354590313364134380e-01 7.897837049906718532e-01
2.854137347781287026e-01 6.508236387525389022e-01 7.214224083670782717e-01 7.694785438335268735e-01
2.902929554777380350e-01 6.384064944289802312e-01 7.075927717759922242e-01 7.494835403655287775e-01
2.950915112299911658e-01 6.265482598933367342e-01 6.939776956460914636e-01 7.298523648081888249e-01
2.998132752230961429e-01 6.152238525583558770e-01 6.805826317569846351e-01 7.106376423619691352e-01
3.044618202665155260e-01 6.044088569087171514e-01 6.674109675569978029e-01 6.918887911432967108e-01
3.090404504268009500e-01 5.940796068065778979e-01 6.544643225977933021e-01 6.736499778397988525e-01
3.135522285042796620e-01 5.842132459344704376e-01 6.417429762880032529e-01 6.559584187266568334e-01
3.180000000000000049e-01 5.747877688516507266e-01 6.292463328555550905e-01 6.388431962398927189e-01
3.223864141058056521e-01 5.657820451890682723e-01 6.169733524222639209e-01 6.223246755126140561e-01
3.267139421573557745e-01 5.571758294826922864e-01 6.049229003842306884e-01 6.064145120288559898e-01
3.309848939151151526e-01 5.489497590619965006e-01 5.930939861020630977e-01 5.911161619692439917e-01
3.352014319778482410e-01 5.410853422796472190e-01 5.814858757566545577e-01 5.764257557880448912e-01
3.393655845839410046e-01 5.335649392041806882e-01 5.700980751712082517e-01 5.623331782915740318e-01
3.434792570156166014e-01 5.263717367085248844e-01 5.589301891917319853e-01 5.488232109929693792e-01
3.475442417880060253e-01 5.194897196827052976e-01 5.479816767646455977e-01 5.358766249222467470e-01
3.515622277776723759e-01 5.129036398868256352e-01 5.372515350621339669e-01 5.234711528355222576e-01
3.555348084224665972e-01 5.065989837454328848e-01 5.267379592080770889e-01 5.115823090321758304e-01
3.594634891056392445e-01 5.005619401719385575e-01 5.164380314908216807e-01 5.001840562552182234e-01
3.633496938212553706e-01 4.947793693048145314e-01 5.063474901677014195e-01 4.892493393743415075e-01
3.671947712046020329e-01 4.892387728387985191e-01 4.964606105137589487e-01 4.787505143852324729e-01
3.709999999999999964e-01 4.839282664460287653e-01 4.867702028059733843e-01 4.686597001074437330e-01
3.747665940288702480e-01 4.788801588321127123e-01 4.773045666497332529e-01 4.590215574432201517e-01
3.784957067127710517e-01 4.740396073374802399e-01 4.680144012250125329e-01 4.497284485609108762e-01
3.821884351991829409e-01 4.693960512150487374e-01 4.588868673713112911e-01 4.407508276272158465e-01
3.858458241318674653e-01 4.649394560318028669e-01 4.499087440518517167e-01 4.320599607413502241e-01
3.894688691025253724e-01 4.606602970932474062e-01 4.410668357297895525e-01 4.236281705700415956e-01
3.930585198160701510e-01 4.565509878286636569e-01 4.323492205971258273e-01 4.154308256326521565e-01
3.966156829980378440e-01 4.526479356921839226e-01 4.237708926590113556e-01 4.074924426185067006e-01
4.001412250693497930e-01 4.488941642681946731e-01 4.152846113541955320e-01 3.997210971090005005e-01
4.036359746107871516e-01 4.452816861766602519e-01 4.068800547152787161e-01 3.920940221364691003e-01
4.071007246370362820e-01 4.418029681685031185e-01 3.985481192699635300e-01 3.845905445432907799e-01
4.105362346979862243e-01 4.384612900782863809e-01 3.902855086694616560e-01 3.771986813700323737e-01
4.139432328230526759e-01 4.352750803321228101e-01 3.820947293805609379e-01 3.699090054263359795e-01
4.173224173226260381e-01 4.321986017528561819e-01 3.739513690132191259e-01 3.626760769252737604e-01
4.206744584592699288e-01 4.292257059775314021e-01 3.658514670001170588e-01 3.554882007893275797e-01
4.240000000000000435e-01 4.263506750861977279e-01 3.577915270102822731e-01 3.483350553112695147e-01
