!      r     n_20m3_e      T_keV_e      T_keV_H
4.828529796946478547e-01 4.103447038142268855e-01 2.340365779575739880e-01 2.334516209705710110e-01
4.857530236653190836e-01 4.076741105909461593e-01 2.273216244526475305e-01 2.275460917936608096e-01
4.886358562365230584e-01 4.050140898579426829e-01 2.206758028022124396e-01 2.215744759580726697e-01
4.915017802612723363e-01 4.023579285979593800e-01 2.140639353971247882e-01 2.155749915128165883e-01
4.943510898137071785e-01 3.997063411403795063e-01 2.074931839128289490e-01 2.095421036711634100e-01
4.971840705412835515e-01 3.970594974465549432e-01 2.009909980590206813e-01 2.034671844352841930e-01
5.000009999990000509e-01 3.944140631123400631e-01 1.945246776670815636e-01 1.973767919874645504e-01
5.028021479667723614e-01 3.917703136663513996e-01 1.881146890098582825e-01 1.912653086693633653e-01
5.055877767509812104e-01 3.891262907442628038e-01 1.817743656950640829e-01 1.851454142750096066e-01
5.083581414711483282e-01 3.864816575323651304e-01 1.754740511315726059e-01 1.790247973651224456e-01
5.111134903326266521e-01 3.838342932394160356e-01 1.692620506302397188e-01 1.729151292536109386e-01
5.138540648861309457e-01 3.811835153047131164e-01 1.631168534807068415e-01 1.668283248113495987e-01
5.165801002748751092e-01 3.785300064566074485e-01 1.570250990126140223e-01 1.607598113044883814e-01
5.192918254700337188e-01 3.758680256058541946e-01 1.510627590563022316e-01 1.547592961175030257e-01
5.219894634951935952e-01 3.732018388704212430e-01 1.451573026691704293e-01 1.487957525353694188e-01
5.246732316404183472e-01 3.705273769429354713e-01 1.393615188617234879e-01 1.429059325521603030e-01
5.273433416665086471e-01 3.678431691920666657e-01 1.336838806337762309e-01 1.371089526016574800e-01
5.300000000000000266e-01 3.651539346480843773e-01 1.280671806520972400e-01 1.313598585627610282e-01
