idx;x [m];y [m];z [m];Reff [m]
0;-4.0815;4.6826;-0.4458;NaN
1;-4.0815;4.6826;-0.418;NaN
2;-4.0815;4.6826;-0.3902;NaN
3;-4.0815;4.6826;-0.3624;NaN
4;-4.0815;4.6826;-0.3346;NaN
5;-4.0815;4.6826;-0.3069;NaN
6;-4.0815;4.6826;-0.2791;NaN
7;-4.0815;4.6826;-0.2513;NaN
8;-4.0815;4.6826;-0.2235;NaN
9;-4.0815;4.6826;-0.1958;NaN
10;-4.0678;4.6612;-0.4458;NaN
11;-4.0678;4.6612;-0.418;NaN
12;-4.0678;4.6612;-0.3902;NaN
13;-4.0678;4.6612;-0.3624;NaN
14;-4.0678;4.6612;-0.3346;NaN
15;-4.0678;4.6612;-0.3069;NaN
16;-4.0678;4.6612;-0.2791;NaN
17;-4.0678;4.6612;-0.2513;NaN
18;-4.0678;4.6612;-0.2235;NaN
19;-4.0678;4.6612;-0.1958;NaN
20;-4.054;4.6398;-0.4458;NaN
21;-4.054;4.6398;-0.418;NaN
22;-4.054;4.6398;-0.3902;NaN
23;-4.054;4.6398;-0.3624;NaN
24;-4.054;4.6398;-0.3346;NaN
25;-4.054;4.6398;-0.3069;NaN
26;-4.054;4.6398;-0.2791;NaN
27;-4.054;4.6398;-0.2513;NaN
28;-4.054;4.6398;-0.2235;NaN
29;-4.054;4.6398;-0.1958;NaN
30;-4.0403;4.6183;-0.4458;NaN
31;-4.0403;4.6183;-0.418;NaN
32;-4.0403;4.6183;-0.3902;NaN
33;-4.0403;4.6183;-0.3624;NaN
34;-4.0403;4.6183;-0.3346;NaN
35;-4.0403;4.6183;-0.3069;NaN
36;-4.0403;4.6183;-0.2791;NaN
37;-4.0403;4.6183;-0.2513;NaN
38;-4.0403;4.6183;-0.2235;NaN
39;-4.0403;4.6183;-0.1958;NaN
40;-4.0265;4.5969;-0.4458;NaN
41;-4.0265;4.5969;-0.418;NaN
42;-4.0265;4.5969;-0.3902;NaN
43;-4.0265;4.5969;-0.3624;NaN
44;-4.0265;4.5969;-0.3346;NaN
45;-4.0265;4.5969;-0.3069;NaN
46;-4.0265;4.5969;-0.2791;NaN
47;-4.0265;4.5969;-0.2513;NaN
48;-4.0265;4.5969;-0.2235;NaN
49;-4.0265;4.5969;-0.1958;NaN
50;-4.0127;4.5755;-0.4458;NaN
51;-4.0127;4.5755;-0.418;NaN
52;-4.0127;4.5755;-0.3902;NaN
53;-4.0127;4.5755;-0.3624;NaN
54;-4.0127;4.5755;-0.3346;NaN
55;-4.0127;4.5755;-0.3069;NaN
56;-4.0127;4.5755;-0.2791;NaN
57;-4.0127;4.5755;-0.2513;NaN
58;-4.0127;4.5755;-0.2235;NaN
59;-4.0127;4.5755;-0.1958;NaN
60;-3.999;4.554;-0.4458;NaN
61;-3.999;4.554;-0.418;NaN
62;-3.999;4.554;-0.3902;NaN
63;-3.999;4.554;-0.3624;NaN
64;-3.999;4.554;-0.3346;NaN
65;-3.999;4.554;-0.3069;NaN
66;-3.999;4.554;-0.2791;NaN
67;-3.999;4.554;-0.2513;0.529
68;-3.999;4.554;-0.2235;0.512
69;-3.999;4.554;-0.1958;0.497
70;-3.9852;4.5326;-0.4458;NaN
71;-3.9852;4.5326;-0.418;NaN
72;-3.9852;4.5326;-0.3902;NaN
73;-3.9852;4.5326;-0.3624;NaN
74;-3.9852;4.5326;-0.3346;NaN
75;-3.9852;4.5326;-0.3069;0.521
76;-3.9852;4.5326;-0.2791;0.503
77;-3.9852;4.5326;-0.2513;0.485
78;-3.9852;4.5326;-0.2235;0.468
79;-3.9852;4.5326;-0.1958;0.452
80;-3.9714;4.5112;-0.4458;NaN
81;-3.9714;4.5112;-0.418;NaN
82;-3.9714;4.5112;-0.3902;NaN
83;-3.9714;4.5112;-0.3624;0.519
84;-3.9714;4.5112;-0.3346;0.499
85;-3.9714;4.5112;-0.3069;0.479
86;-3.9714;4.5112;-0.2791;0.459
87;-3.9714;4.5112;-0.2513;0.441
88;-3.9714;4.5112;-0.2235;0.423
89;-3.9714;4.5112;-0.1958;0.407
90;-3.9577;4.4897;-0.4458;NaN
91;-3.9577;4.4897;-0.418;0.522
92;-3.9577;4.4897;-0.3902;0.499
93;-3.9577;4.4897;-0.3624;0.477
94;-3.9577;4.4897;-0.3346;0.456
95;-3.9577;4.4897;-0.3069;0.435
96;-3.9577;4.4897;-0.2791;0.415
97;-3.9577;4.4897;-0.2513;0.396
98;-3.9577;4.4897;-0.2235;0.379
99;-3.9577;4.4897;-0.1958;0.363
100;-3.9439;4.4683;-0.4458;0.506
101;-3.9439;4.4683;-0.418;0.481
102;-3.9439;4.4683;-0.3902;0.458
103;-3.9439;4.4683;-0.3624;0.435
104;-3.9439;4.4683;-0.3346;0.413
105;-3.9439;4.4683;-0.3069;0.391
106;-3.9439;4.4683;-0.2791;0.371
