idx;x [m];y [m];z [m];Reff [m]
1429;-3.2879;3.6243;-0.2672;NaN
1430;-3.2879;3.6243;-0.2315;NaN
1431;-3.2879;3.6243;-0.1958;NaN
1432;-3.2714;3.5985;-0.4458;NaN
1433;-3.2714;3.5985;-0.41;NaN
1434;-3.2714;3.5985;-0.3743;NaN
1435;-3.2714;3.5985;-0.3386;NaN
1436;-3.2714;3.5985;-0.3029;NaN
1437;-3.2714;3.5985;-0.2672;NaN
1438;-3.2714;3.5985;-0.2315;NaN
1439;-3.2714;3.5985;-0.1958;NaN
1440;-3.9738;4.7518;-0.4458;NaN
1441;-3.9738;4.7518;-0.41;NaN
1442;-3.9738;4.7518;-0.3743;NaN
1443;-3.9738;4.7518;-0.3386;NaN
1444;-3.9738;4.7518;-0.3029;NaN
1445;-3.9738;4.7518;-0.2672;NaN
1446;-3.9738;4.7518;-0.2315;NaN
1447;-3.9738;4.7518;-0.1958;NaN
1448;-3.9573;4.726;-0.4458;NaN
1449;-3.9573;4.726;-0.41;NaN
1450;-3.9573;4.726;-0.3743;NaN
1451;-3.9573;4.726;-0.3386;NaN
1452;-3.9573;4.726;-0.3029;NaN
1453;-3.9573;4.726;-0.2672;NaN
1454;-3.9573;4.726;-0.2315;NaN
1455;-3.9573;4.726;-0.1958;NaN
1456;-3.9407;4.7001;-0.4458;NaN
1457;-3.9407;4.7001;-0.41;NaN
1458;-3.9407;4.7001;-0.3743;NaN
1459;-3.9407;4.7001;-0.3386;NaN
1460;-3.9407;4.7001;-0.3029;NaN
1461;-3.9407;4.7001;-0.2672;NaN
1462;-3.9407;4.7001;-0.2315;NaN
1463;-3.9407;4.7001;-0.1958;NaN
1464;-3.9241;4.6743;-0.4458;NaN
1465;-3.9241;4.6743;-0.41;NaN
1466;-3.9241;4.6743;-0.3743;NaN
1467;-3.9241;4.6743;-0.3386;NaN
1468;-3.9241;4.6743;-0.3029;NaN
1469;-3.9241;4.6743;-0.2672;NaN
1470;-3.9241;4.6743;-0.2315;NaN
1471;-3.9241;4.6743;-0.1958;NaN
1472;-3.9075;4.6485;-0.4458;NaN
1473;-3.9075;4.6485;-0.41;NaN
1474;-3.9075;4.6485;-0.3743;NaN
1475;-3.9075;4.6485;-0.3386;NaN
1476;-3.9075;4.6485;-0.3029;NaN
1477;-3.9075;4.6485;-0.2672;NaN
1478;-3.9075;4.6485;-0.2315;NaN
1479;-3.9075;4.6485;-0.1958;NaN
1480;-3.8909;4.6227;-0.4458;NaN
1481;-3.8909;4.6227;-0.41;NaN
1482;-3.8909;4.6227;-0.3743;NaN
1483;-3.8909;4.6227;-0.3386;NaN
1484;-3.8909;4.6227;-0.3029;NaN
1485;-3.8909;4.6227;-0.2672;NaN
1486;-3.8909;4.6227;-0.2315;0.521
1487;-3.8909;4.6227;-0.1958;0.5
1488;-3.8744;4.5969;-0.4458;NaN
1489;-3.8744;4.5969;-0.41;NaN
1490;-3.8744;4.5969;-0.3743;NaN
1491;-3.8744;4.5969;-0.3386;NaN
1492;-3.8744;4.5969;-0.3029;0.516
1493;-3.8744;4.5969;-0.2672;0.492
1494;-3.8744;4.5969;-0.2315;0.469
1495;-3.8744;4.5969;-0.1958;0.447
1496;-3.8578;4.5711;-0.4458;NaN
1497;-3.8578;4.5711;-0.41;NaN
1498;-3.8578;4.5711;-0.3743;0.52
1499;-3.8578;4.5711;-0.3386;0.492
1500;-3.8578;4.5711;-0.3029;0.466
1501;-3.8578;4.5711;-0.2672;0.44
1502;-3.8578;4.5711;-0.2315;0.416
1503;-3.8578;4.5711;-0.1958;0.395
1504;-3.8412;4.5452;-0.4458;0.531
1505;-3.8412;4.5452;-0.41;0.5
1506;-3.8412;4.5452;-0.3743;0.471
1507;-3.8412;4.5452;-0.3386;0.442
1508;-3.8412;4.5452;-0.3029;0.414
1509;-3.8412;4.5452;-0.2672;0.388
1510;-3.8412;4.5452;-0.2315;0.364
1511;-3.8412;4.5452;-0.1958;0.343
1512;-3.8246;4.5194;-0.4458;0.484
1513;-3.8246;4.5194;-0.41;0.452
1514;-3.8246;4.5194;-0.3743;0.421
1515;-3.8246;4.5194;-0.3386;0.391
1516;-3.8246;4.5194;-0.3029;0.363
1517;-3.8246;4.5194;-0.2672;0.336
1518;-3.8246;4.5194;-0.2315;0.313
1519;-3.8246;4.5194;-0.1958;0.293
1520;-3.8081;4.4936;-0.4458;0.437
1521;-3.8081;4.4936;-0.41;0.404
1522;-3.8081;4.4936;-0.3743;0.372
1523;-3.8081;4.4936;-0.3386;0.341
1524;-3.8081;4.4936;-0.3029;0.312
1525;-3.8081;4.4936;-0.2672;0.286
1526;-3.8081;4.4936;-0.2315;0.263
1527;-3.8081;4.4936;-0.1958;0.244
1528;-3.7915;4.4678;-0.4458;0.391
1529;-3.7915;4.4678;-0.41;0.357
1530;-3.7915;4.4678;-0.3743;0.324
1531;-3.7915;4.4678;-0.3386;0.293
1532;-3.7915;4.4678;-0.3029;0.263
1533;-3.7915;4.4678;-0.2672;0.237
1534;-3.7915;4.4678;-0.2315;0.215
1535;-3.7915;4.4678;-0.1958;0.197
1536;-3.7749;4.442;-0.4458;0.346
1537;-3.7749;4.442;-0.41;0.311
1538;-3.7749;4.442;-0.3743;0.277
1539;-3.7749;4.442;-0.3386;0.245
1540;-3.7749;4.442;-0.3029;0.215
1541;-3.7749;4.442;-0.2672;0.189
1542;-3.7749;4.442;-0.2315;0.167
1543;-3.7749;4.442;-0.1958;0.151
1544;-3.7583;4.4161;-0.4458;0.303
1545;-3.7583;4.4161;-0.41;0.266
1546;-3.7583;4.4161;-0.3743;0.232
1547;-3.7583;4.4161;-0.3386;0.199
1548;-3.7583;4.4161;-0.3029;0.168
1549;-3.7583;4.4161;-0.2672;0.141
1550;-3.7583;4.4161;-0.2315;0.121
1551;-3.7583;4.4161;-0.1958;0.11
1552;-3.7417;4.3903;-0.4458;0.261
1553;-3.7417;4.3903;-0.41;0.223
1554;-3.7417;4.3903;-0.3743;0.187
1555;-3.7417;4.3903;-0.3386;0.153
1556;-3.7417;4.3903;-0.3029;0.121
1557;-3.7417;4.3903;-0.2672;0.095
1558;-3.7417;4.3903;-0.2315;0.079
1559;-3.7417;4.3903;-0.1958;0.079
1560;-3.7252;4.3645;-0.4458;0.22
1561;-3.7252;4.3645;-0.41;0.182
1562;-3.7252;4.3645;-0.3743;0.144
1563;-3.7252;4.3645;-0.3386;0.108
1564;-3.7252;4.3645;-0.3029;0.075
1565;-3.7252;4.3645;-0.2672;0.052
1566;-3.7252;4.3645;-0.2315;0.052
1567;-3.7252;4.3645;-0.1958;0.072
1568;-3.7086;4.3387;-0.4458;0.183
1569;-3.7086;4.3387;-0.41;0.143
1570;-3.7086;4.3387;-0.3743;0.104
1571;-3.7086;4.3387;-0.3386;0.066
1572;-3.7086;4.3387;-0.3029;0.04
1573;-3.7086;4.3387;-0.2672;0.034
1574;-3.7086;4.3387;-0.2315;0.055
1575;-3.7086;4.3387;-0.1958;0.092
1576;-3.692;4.3129;-0.4458;0.15
1577;-3.692;4.3129;-0.41;0.11
1578;-3.692;4.3129;-0.3743;0.071
1579;-3.692;4.3129;-0.3386;0.042
1580;-3.692;4.3129;-0.3029;0.03
1581;-3.692;4.3129;-0.2672;0.053
1582;-3.692;4.3129;-0.2315;0.09
1583;-3.692;4.3129;-0.1958;0.128
1584;-3.6754;4.2871;-0.4458;0.125
1585;-3.6754;4.2871;-0.41;0.088
1586;-3.6754;4.2871;-0.3743;0.056
1587;-3.6754;4.2871;-0.3386;0.048
1588;-3.6754;4.2871;-0.3029;0.062
1589;-3.6754;4.2871;-0.2672;0.095
1590;-3.6754;4.2871;-0.2315;0.132
1591;-3.6754;4.2871;-0.1958;0.17
1592;-3.6589;4.2612;-0.4458;0.111
1593;-3.6589;4.2612;-0.41;0.083
1594;-3.6589;4.2612;-0.3743;0.07
1595;-3.6589;4.2612;-0.3386;0.079
1596;-3.6589;4.2612;-0.3029;0.105
1597;-3.6589;4.2612;-0.2672;0.139
1598;-3.6589;4.2612;-0.2315;0.176
1599;-3.6589;4.2612;-0.1958;0.214
1600;-3.6423;4.2354;-0.4458;0.112
1601;-3.6423;4.2354;-0.41;0.098
1602;-3.6423;4.2354;-0.3743;0.101
1603;-3.6423;4.2354;-0.3386;0.12
1604;-3.6423;4.2354;-0.3029;0.149
1605;-3.6423;4.2354;-0.2672;0.183
1606;-3.6423;4.2354;-0.2315;0.22
1607;-3.6423;4.2354;-0.1958;0.258
1608;-3.6257;4.2096;-0.4458;0.126
1609;-3.6257;4.2096;-0.41;0.125
1610;-3.6257;4.2096;-0.3743;0.138
1611;-3.6257;4.2096;-0.3386;0.161
1612;-3.6257;4.2096;-0.3029;0.192
1613;-3.6257;4.2096;-0.2672;0.227
1614;-3.6257;4.2096;-0.2315;0.264
1615;-3.6257;4.2096;-0.1958;0.303
1616;-3.6091;4.1838;-0.4458;0.15
1617;-3.6091;4.1838;-0.41;0.158
1618;-3.6091;4.1838;-0.3743;0.176
1619;-3.6091;4.1838;-0.3386;0.203
1620;-3.6091;4.1838;-0.3029;0.234
1621;-3.6091;4.1838;-0.2672;0.27
1622;-3.6091;4.1838;-0.2315;0.308
1623;-3.6091;4.1838;-0.1958;0.348
1624;-3.5926;4.158;-0.4458;0.18
1625;-3.5926;4.158;-0.41;0.193
1626;-3.5926;4.158;-0.3743;0.215
1627;-3.5926;4.158;-0.3386;0.243
1628;-3.5926;4.158;-0.3029;0.276
1629;-3.5926;4.158;-0.2672;0.313
1630;-3.5926;4.158;-0.2315;0.351
1631;-3.5926;4.158;-0.1958;0.391
1632;-3.576;4.1322;-0.4458;0.212
1633;-3.576;4.1322;-0.41;0.23
1634;-3.576;4.1322;-0.3743;0.254
1635;-3.576;4.1322;-0.3386;0.284
1636;-3.576;4.1322;-0.3029;0.317
1637;-3.576;4.1322;-0.2672;0.354
1638;-3.576;4.1322;-0.2315;0.393
1639;-3.576;4.1322;-0.1958;0.434
1640;-3.5594;4.1063;-0.4458;0.246
1641;-3.5594;4.1063;-0.41;0.266
1642;-3.5594;4.1063;-0.3743;0.292
1643;-3.5594;4.1063;-0.3386;0.323
1644;-3.5594;4.1063;-0.3029;0.357
1645;-3.5594;4.1063;-0.2672;0.395
1646;-3.5594;4.1063;-0.2315;0.435
1647;-3.5594;4.1063;-0.1958;0.476
1648;-3.5428;4.0805;-0.4458;0.28
1649;-3.5428;4.0805;-0.41;0.303
1650;-3.5428;4.0805;-0.3743;0.33
1651;-3.5428;4.0805;-0.3386;0.361
1652;-3.5428;4.0805;-0.3029;0.396
1653;-3.5428;4.0805;-0.2672;0.434
1654;-3.5428;4.0805;-0.2315;0.475
1655;-3.5428;4.0805;-0.1958;0.518
1656;-3.5262;4.0547;-0.4458;0.315
1657;-3.5262;4.0547;-0.41;0.339
1658;-3.5262;4.0547;-0.3743;0.367
1659;-3.5262;4.0547;-0.3386;0.399
1660;-3.5262;4.0547;-0.3029;0.434
1661;-3.5262;4.0547;-0.2672;0.473
1662;-3.5262;4.0547;-0.2315;0.515
1663;-3.5262;4.0547;-0.1958;NaN
1664;-3.5097;4.0289;-0.4458;0.349
1665;-3.5097;4.0289;-0.41;0.374
1666;-3.5097;4.0289;-0.3743;0.403
1667;-3.5097;4.0289;-0.3386;0.435
1668;-3.5097;4.0289;-0.3029;0.472
1669;-3.5097;4.0289;-0.2672;0.511
1670;-3.5097;4.0289;-0.2315;NaN
1671;-3.5097;4.0289;-0.1958;NaN
1672;-3.4931;4.0031;-0.4458;0.383
1673;-3.4931;4.0031;-0.41;0.408
1674;-3.4931;4.0031;-0.3743;0.438
1675;-3.4931;4.0031;-0.3386;0.471
1676;-3.4931;4.0031;-0.3029;0.508
1677;-3.4931;4.0031;-0.2672;NaN
1678;-3.4931;4.0031;-0.2315;NaN
1679;-3.4931;4.0031;-0.1958;NaN
1680;-3.4765;3.9772;-0.4458;0.416
1681;-3.4765;3.9772;-0.41;0.442
1682;-3.4765;3.9772;-0.3743;0.472
1683;-3.4765;3.9772;-0.3386;0.506
1684;-3.4765;3.9772;-0.3029;NaN
1685;-3.4765;3.9772;-0.2672;NaN
1686;-3.4765;3.9772;-0.2315;NaN
1687;-3.4765;3.9772;-0.1958;NaN
1688;-3.4599;3.9514;-0.4458;0.448
1689;-3.4599;3.9514;-0.41;0.474
1690;-3.4599;3.9514;-0.3743;0.505
1691;-3.4599;3.9514;-0.3386;NaN
1692;-3.4599;3.9514;-0.3029;NaN
1693;-3.4599;3.9514;-0.2672;NaN
1694;-3.4599;3.9514;-0.2315;NaN
1695;-3.4599;3.9514;-0.1958;NaN
1696;-3.4434;3.9256;-0.4458;0.479
1697;-3.4434;3.9256;-0.41;0.506
1698;-3.4434;3.9256;-0.3743;0.537
1699;-3.4434;3.9256;-0.3386;NaN
1700;-3.4434;3.9256;-0.3029;NaN
1701;-3.4434;3.9256;-0.2672;NaN
1702;-3.4434;3.9256;-0.2315;NaN
1703;-3.4434;3.9256;-0.1958;NaN
1704;-3.4268;3.8998;-0.4458;0.51
1705;-3.4268;3.8998;-0.41;0.537
1706;-3.4268;3.8998;-0.3743;NaN
1707;-3.4268;3.8998;-0.3386;NaN
1708;-3.4268;3.8998;-0.3029;NaN
1709;-3.4268;3.8998;-0.2672;NaN
1710;-3.4268;3.8998;-0.2315;NaN
1711;-3.4268;3.8998;-0.1958;NaN
1712;-3.4102;3.874;-0.4458;NaN
1713;-3.4102;3.874;-0.41;NaN
1714;-3.4102;3.874;-0.3743;NaN
1715;-3.4102;3.874;-0.3386;NaN
1716;-3.4102;3.874;-0.3029;NaN
1717;-3.4102;3.874;-0.2672;NaN
1718;-3.4102;3.874;-0.2315;NaN
1719;-3.4102;3.874;-0.1958;NaN
1720;-3.3936;3.8482;-0.4458;NaN
1721;-3.3936;3.8482;-0.41;NaN
1722;-3.3936;3.8482;-0.3743;NaN
1723;-3.3936;3.8482;-0.3386;NaN
1724;-3.3936;3.8482;-0.3029;NaN
1725;-3.3936;3.8482;-0.2672;NaN
1726;-3.3936;3.8482;-0.2315;NaN
1727;-3.3936;3.8482;-0.1958;NaN
1728;-3.377;3.8223;-0.4458;NaN
1729;-3.377;3.8223;-0.41;NaN
1730;-3.377;3.8223;-0.3743;NaN
1731;-3.377;3.8223;-0.3386;NaN
1732;-3.377;3.8223;-0.3029;NaN
1733;-3.377;3.8223;-0.2672;NaN
1734;-3.377;3.8223;-0.2315;NaN
1735;-3.377;3.8223;-0.1958;NaN
1736;-3.3605;3.7965;-0.4458;NaN
1737;-3.3605;3.7965;-0.41;NaN
1738;-3.3605;3.7965;-0.3743;NaN
1739;-3.3605;3.7965;-0.3386;NaN
1740;-3.3605;3.7965;-0.3029;NaN
1741;-3.3605;3.7965;-0.2672;NaN
1742;-3.3605;3.7965;-0.2315;NaN
1743;-3.3605;3.7965;-0.1958;NaN
1744;-3.3439;3.7707;-0.4458;NaN
1745;-3.3439;3.7707;-0.41;NaN
1746;-3.3439;3.7707;-0.3743;NaN
1747;-3.3439;3.7707;-0.3386;NaN
1748;-3.3439;3.7707;-0.3029;NaN
1749;-3.3439;3.7707;-0.2672;NaN
1750;-3.3439;3.7707;-0.2315;NaN
1751;-3.3439;3.7707;-0.1958;NaN
1752;-3.3273;3.7449;-0.4458;NaN
1753;-3.3273;3.7449;-0.41;NaN
1754;-3.3273;3.7449;-0.3743;NaN
1755;-3.3273;3.7449;-0.3386;NaN
1756;-3.3273;3.7449;-0.3029;NaN
1757;-3.3273;3.7449;-0.2672;NaN
1758;-3.3273;3.7449;-0.2315;NaN
1759;-3.3273;3.7449;-0.1958;NaN
1760;-3.3107;3.7191;-0.4458;NaN
1761;-3.3107;3.7191;-0.41;NaN
1762;-3.3107;3.7191;-0.3743;NaN
1763;-3.3107;3.7191;-0.3386;NaN
1764;-3.3107;3.7191;-0.3029;NaN
1765;-3.3107;3.7191;-0.2672;NaN
1766;-3.3107;3.7191;-0.2315;NaN
1767;-3.3107;3.7191;-0.1958;NaN
1768;-3.2942;3.6932;-0.4458;NaN
1769;-3.2942;3.6932;-0.41;NaN
1770;-3.2942;3.6932;-0.3743;NaN
1771;-3.2942;3.6932;-0.3386;NaN
1772;-3.2942;3.6932;-0.3029;NaN
1773;-3.2942;3.6932;-0.2672;NaN
1774;-3.2942;3.6932;-0.2315;NaN
1775;-3.2942;3.6932;-0.1958;NaN
1776;-3.2776;3.6674;-0.4458;NaN
1777;-3.2776;3.6674;-0.41;NaN
1778;-3.2776;3.6674;-0.3743;NaN
1779;-3.2776;3.6674;-0.3386;NaN
1780;-3.2776;3.6674;-0.3029;NaN
1781;-3.2776;3.6674;-0.2672;NaN
1782;-3.2776;3.6674;-0.2315;NaN
1783;-3.2776;3.6674;-0.1958;NaN
1784;-3.261;3.6416;-0.4458;NaN
1785;-3.261;3.6416;-0.41;NaN
1786;-3.261;3.6416;-0.3743;NaN
1787;-3.261;3.6416;-0.3386;NaN
1788;-3.261;3.6416;-0.3029;NaN
1789;-3.261;3.6416;-0.2672;NaN
1790;-3.261;3.6416;-0.2315;NaN
1791;-3.261;3.6416;-0.1958;NaN
1792;-3.2444;3.6158;-0.4458;NaN
1793;-3.2444;3.6158;-0.41;NaN
1794;-3.2444;3.6158;-0.3743;NaN
1795;-3.2444;3.6158;-0.3386;NaN
1796;-3.2444;3.6158;-0.3029;NaN
1797;-3.2444;3.6158;-0.2672;NaN
1798;-3.2444;3.6158;-0.2315;NaN
1799;-3.2444;3.6158;-0.1958;NaN
1800;-3.9469;4.7691;-0.4458;NaN
1801;-3.9469;4.7691;-0.41;NaN
1802;-3.9469;4.7691;-0.3743;NaN
1803;-3.9469;4.7691;-0.3386;NaN
1804;-3.9469;4.7691;-0.3029;NaN
1805;-3.9469;4.7691;-0.2672;NaN
1806;-3.9469;4.7691;-0.2315;NaN
1807;-3.9469;4.7691;-0.1958;NaN
1808;-3.9303;4.7433;-0.4458;NaN
1809;-3.9303;4.7433;-0.41;NaN
1810;-3.9303;4.7433;-0.3743;NaN
1811;-3.9303;4.7433;-0.3386;NaN
1812;-3.9303;4.7433;-0.3029;NaN
1813;-3.9303;4.7433;-0.2672;NaN
1814;-3.9303;4.7433;-0.2315;NaN
1815;-3.9303;4.7433;-0.1958;NaN
1816;-3.9138;4.7174;-0.4458;NaN
1817;-3.9138;4.7174;-0.41;NaN
1818;-3.9138;4.7174;-0.3743;NaN
1819;-3.9138;4.7174;-0.3386;NaN
1820;-3.9138;4.7174;-0.3029;NaN
1821;-3.9138;4.7174;-0.2672;NaN
1822;-3.9138;4.7174;-0.2315;NaN
1823;-3.9138;4.7174;-0.1958;NaN
1824;-3.8972;4.6916;-0.4458;NaN
1825;-3.8972;4.6916;-0.41;NaN
1826;-3.8972;4.6916;-0.3743;NaN
1827;-3.8972;4.6916;-0.3386;NaN
1828;-3.8972;4.6916;-0.3029;NaN
1829;-3.8972;4.6916;-0.2672;NaN
1830;-3.8972;4.6916;-0.2315;NaN
1831;-3.8972;4.6916;-0.1958;NaN
1832;-3.8806;4.6658;-0.4458;NaN
1833;-3.8806;4.6658;-0.41;NaN
1834;-3.8806;4.6658;-0.3743;NaN
1835;-3.8806;4.6658;-0.3386;NaN
1836;-3.8806;4.6658;-0.3029;NaN
1837;-3.8806;4.6658;-0.2672;NaN
1838;-3.8806;4.6658;-0.2315;NaN
1839;-3.8806;4.6658;-0.1958;NaN
1840;-3.864;4.64;-0.4458;NaN
1841;-3.864;4.64;-0.41;NaN
1842;-3.864;4.64;-0.3743;NaN
1843;-3.864;4.64;-0.3386;NaN
1844;-3.864;4.64;-0.3029;NaN
1845;-3.864;4.64;-0.2672;NaN
1846;-3.864;4.64;-0.2315;0.523
1847;-3.864;4.64;-0.1958;0.503
1848;-3.8474;4.6142;-0.4458;NaN
1849;-3.8474;4.6142;-0.41;NaN
1850;-3.8474;4.6142;-0.3743;NaN
1851;-3.8474;4.6142;-0.3386;NaN
1852;-3.8474;4.6142;-0.3029;0.519
1853;-3.8474;4.6142;-0.2672;0.495
1854;-3.8474;4.6142;-0.2315;0.472
1855;-3.8474;4.6142;-0.1958;0.45
1856;-3.8309;4.5883;-0.4458;NaN
1857;-3.8309;4.5883;-0.41;NaN
1858;-3.8309;4.5883;-0.3743;0.524
1859;-3.8309;4.5883;-0.3386;0.496
1860;-3.8309;4.5883;-0.3029;0.469
1861;-3.8309;4.5883;-0.2672;0.443
1862;-3.8309;4.5883;-0.2315;0.419
1863;-3.8309;4.5883;-0.1958;0.398
1864;-3.8143;4.5625;-0.4458;0.536
1865;-3.8143;4.5625;-0.41;0.505
1866;-3.8143;4.5625;-0.3743;0.475
1867;-3.8143;4.5625;-0.3386;0.445
1868;-3.8143;4.5625;-0.3029;0.418
1869;-3.8143;4.5625;-0.2672;0.391
1870;-3.8143;4.5625;-0.2315;0.367
1871;-3.8143;4.5625;-0.1958;0.346
1872;-3.7977;4.5367;-0.4458;0.488
1873;-3.7977;4.5367;-0.41;0.456
1874;-3.7977;4.5367;-0.3743;0.425
1875;-3.7977;4.5367;-0.3386;0.395
1876;-3.7977;4.5367;-0.3029;0.367
1877;-3.7977;4.5367;-0.2672;0.34
1878;-3.7977;4.5367;-0.2315;0.317
1879;-3.7977;4.5367;-0.1958;0.296
1880;-3.7811;4.5109;-0.4458;0.441
1881;-3.7811;4.5109;-0.41;0.408
1882;-3.7811;4.5109;-0.3743;0.376
1883;-3.7811;4.5109;-0.3386;0.345
1884;-3.7811;4.5109;-0.3029;0.317
1885;-3.7811;4.5109;-0.2672;0.29
1886;-3.7811;4.5109;-0.2315;0.267
1887;-3.7811;4.5109;-0.1958;0.248
1888;-3.7646;4.4851;-0.4458;0.395
1889;-3.7646;4.4851;-0.41;0.361
1890;-3.7646;4.4851;-0.3743;0.329
1891;-3.7646;4.4851;-0.3386;0.297
1892;-3.7646;4.4851;-0.3029;0.268
1893;-3.7646;4.4851;-0.2672;0.241
1894;-3.7646;4.4851;-0.2315;0.219
1895;-3.7646;4.4851;-0.1958;0.201
1896;-3.748;4.4593;-0.4458;0.351
1897;-3.748;4.4593;-0.41;0.316
1898;-3.748;4.4593;-0.3743;0.282
1899;-3.748;4.4593;-0.3386;0.25
1900;-3.748;4.4593;-0.3029;0.22
1901;-3.748;4.4593;-0.2672;0.194
1902;-3.748;4.4593;-0.2315;0.172
1903;-3.748;4.4593;-0.1958;0.156
1904;-3.7314;4.4334;-0.4458;0.307
1905;-3.7314;4.4334;-0.41;0.271
1906;-3.7314;4.4334;-0.3743;0.237
1907;-3.7314;4.4334;-0.3386;0.203
1908;-3.7314;4.4334;-0.3029;0.173
1909;-3.7314;4.4334;-0.2672;0.146
1910;-3.7314;4.4334;-0.2315;0.126
1911;-3.7314;4.4334;-0.1958;0.115
1912;-3.7148;4.4076;-0.4458;0.265
1913;-3.7148;4.4076;-0.41;0.228
1914;-3.7148;4.4076;-0.3743;0.192
1915;-3.7148;4.4076;-0.3386;0.158
1916;-3.7148;4.4076;-0.3029;0.126
1917;-3.7148;4.4076;-0.2672;0.1
1918;-3.7148;4.4076;-0.2315;0.084
1919;-3.7148;4.4076;-0.1958;0.084
1920;-3.6982;4.3818;-0.4458;0.225
1921;-3.6982;4.3818;-0.41;0.187
1922;-3.6982;4.3818;-0.3743;0.149
1923;-3.6982;4.3818;-0.3386;0.113
1924;-3.6982;4.3818;-0.3029;0.08
1925;-3.6982;4.3818;-0.2672;0.056
1926;-3.6982;4.3818;-0.2315;0.054
1927;-3.6982;4.3818;-0.1958;0.073
1928;-3.6817;4.356;-0.4458;0.188
1929;-3.6817;4.356;-0.41;0.148
1930;-3.6817;4.356;-0.3743;0.109
1931;-3.6817;4.356;-0.3386;0.071
1932;-3.6817;4.356;-0.3029;0.044
1933;-3.6817;4.356;-0.2672;0.036
1934;-3.6817;4.356;-0.2315;0.054
1935;-3.6817;4.356;-0.1958;0.091
1936;-3.6651;4.3302;-0.4458;0.154
1937;-3.6651;4.3302;-0.41;0.114
1938;-3.6651;4.3302;-0.3743;0.075
1939;-3.6651;4.3302;-0.3386;0.043
1940;-3.6651;4.3302;-0.3029;0.023
1941;-3.6651;4.3302;-0.2672;0.05
1942;-3.6651;4.3302;-0.2315;0.086
1943;-3.6651;4.3302;-0.1958;0.125
1944;-3.6485;4.3043;-0.4458;0.128
1945;-3.6485;4.3043;-0.41;0.09
1946;-3.6485;4.3043;-0.3743;0.055
1947;-3.6485;4.3043;-0.3386;0.044
1948;-3.6485;4.3043;-0.3029;0.054
1949;-3.6485;4.3043;-0.2672;0.089
1950;-3.6485;4.3043;-0.2315;0.126
1951;-3.6485;4.3043;-0.1958;0.165
1952;-3.6319;4.2785;-0.4458;0.112
1953;-3.6319;4.2785;-0.41;0.082
1954;-3.6319;4.2785;-0.3743;0.065
1955;-3.6319;4.2785;-0.3386;0.072
1956;-3.6319;4.2785;-0.3029;0.098
1957;-3.6319;4.2785;-0.2672;0.132
1958;-3.6319;4.2785;-0.2315;0.169
1959;-3.6319;4.2785;-0.1958;0.208
1960;-3.6154;4.2527;-0.4458;0.11
1961;-3.6154;4.2527;-0.41;0.093
1962;-3.6154;4.2527;-0.3743;0.094
1963;-3.6154;4.2527;-0.3386;0.112
1964;-3.6154;4.2527;-0.3029;0.141
1965;-3.6154;4.2527;-0.2672;0.175
1966;-3.6154;4.2527;-0.2315;0.213
1967;-3.6154;4.2527;-0.1958;0.251
1968;-3.5988;4.2269;-0.4458;0.122
1969;-3.5988;4.2269;-0.41;0.118
1970;-3.5988;4.2269;-0.3743;0.13
1971;-3.5988;4.2269;-0.3386;0.153
1972;-3.5988;4.2269;-0.3029;0.183
1973;-3.5988;4.2269;-0.2672;0.218
1974;-3.5988;4.2269;-0.2315;0.256
1975;-3.5988;4.2269;-0.1958;0.295
1976;-3.5822;4.2011;-0.4458;0.144
1977;-3.5822;4.2011;-0.41;0.15
1978;-3.5822;4.2011;-0.3743;0.168
1979;-3.5822;4.2011;-0.3386;0.194
1980;-3.5822;4.2011;-0.3029;0.225
1981;-3.5822;4.2011;-0.2672;0.261
1982;-3.5822;4.2011;-0.2315;0.299
1983;-3.5822;4.2011;-0.1958;0.339
1984;-3.5656;4.1753;-0.4458;0.172
1985;-3.5656;4.1753;-0.41;0.185
1986;-3.5656;4.1753;-0.3743;0.206
1987;-3.5656;4.1753;-0.3386;0.234
1988;-3.5656;4.1753;-0.3029;0.267
1989;-3.5656;4.1753;-0.2672;0.303
1990;-3.5656;4.1753;-0.2315;0.342
1991;-3.5656;4.1753;-0.1958;0.382
1992;-3.549;4.1494;-0.4458;0.204
1993;-3.549;4.1494;-0.41;0.221
1994;-3.549;4.1494;-0.3743;0.244
1995;-3.549;4.1494;-0.3386;0.273
1996;-3.549;4.1494;-0.3029;0.307
1997;-3.549;4.1494;-0.2672;0.344
1998;-3.549;4.1494;-0.2315;0.383
1999;-3.549;4.1494;-0.1958;0.424
2000;-3.5325;4.1236;-0.4458;0.237
2001;-3.5325;4.1236;-0.41;0.257
2002;-3.5325;4.1236;-0.3743;0.282
2003;-3.5325;4.1236;-0.3386;0.312
2004;-3.5325;4.1236;-0.3029;0.347
2005;-3.5325;4.1236;-0.2672;0.384
2006;-3.5325;4.1236;-0.2315;0.424
2007;-3.5325;4.1236;-0.1958;0.465
2008;-3.5159;4.0978;-0.4458;0.271
2009;-3.5159;4.0978;-0.41;0.293
2010;-3.5159;4.0978;-0.3743;0.319
2011;-3.5159;4.0978;-0.3386;0.35
2012;-3.5159;4.0978;-0.3029;0.385
2013;-3.5159;4.0978;-0.2672;0.423
2014;-3.5159;4.0978;-0.2315;0.463
2015;-3.5159;4.0978;-0.1958;0.506
2016;-3.4993;4.072;-0.4458;0.305
2017;-3.4993;4.072;-0.41;0.328
