rho	8.0105	8.5105	9.0105	9.5105	10.0105	10.5105	11.0105	11.5105	12.0105	12.5105	13.0105	13.5105	14.0105	14.5105	15.0105	15.5105	16.0105	16.511
0.0	2509.4716923870096	2288.835538314512	2178.5826341927273	2317.529148362947	2600.6688771247077	2611.647652135466	1988.4814425027168	2211.188509550587	2327.690901935718	2018.3050682515677	1963.0306918273723	2309.1726286748426	2008.5137274257195	2461.705593483264	1981.0903161810568	2041.2972528375835	1901.7047948321224	1853.6486828462798
0.01	2509.860897238776	2294.2131980630197	2180.4899405252427	2322.0184159922237	2599.7265334083836	2611.3074464999454	1989.8468142229203	2215.130873662084	2327.673952042015	2018.7172729407807	1964.7446790078493	2310.3636720409463	2008.8218532080796	2459.052310463412	1983.3093801274872	2041.4010325918416	1904.2824554334454	1853.5898970643862
0.02	2508.356934652068	2297.8412660465465	2181.5126770416377	2325.695366858682	2595.6946750316924	2607.9208458444896	1990.5743343526342	2218.584231627198	2326.0508382849134	2018.4134663382024	1965.1904825582624	2308.7074179037386	2008.2830065067	2453.170538388025	1983.991829370726	2038.461330022284	1905.0248272617062	1851.980653792932
0.03	2504.8851289068634	2299.388645337067	2181.513507991122	2328.285002168583	2588.582093542764	2601.4448172216753	1990.6243571781108	2221.4767193556686	2322.794798697287	2017.3565222025718	1964.2028389056686	2304.17075022391	2006.825481826021	2444.1521631840637	1983.0167701161429	2032.4315561076194	1903.743750429703	1848.7460086898095
0.04	2499.3917821604246	2298.630109675153	2180.3659259633755	2329.5339300330565	2578.4173118459526	2591.857620741736	1989.9618969293126	2223.715850179823	2317.883938410472	2015.50464961027	1961.659755089711	2296.760584201016	2004.371957751077	2432.105868237895	1980.29987360922	2023.3344076556614	1900.2986248366833	1843.8277864764607
0.05	2491.842472162543	2295.4238270292967	2177.9538828625673	2329.2139133838796	2565.2466049440195	2579.1610373134404	1988.5564495082658	2225.182299659166	2311.300840611647	2012.8103174996834	1957.478277951998	2286.5243677957537	2000.8397807682377	2417.156634837586	1975.7928917028587	2011.2670606558208	1894.5954311652308	1837.1878799224328
0.06	2482.2203595657998	2289.6922859888964	2174.171478447452	2327.1243072660336	2549.1321404253217	2563.382757877605	1986.381825954487	2225.723592608677	2303.032231344105	2009.2189769269812	1951.6096927412075	2273.549998260375	1996.141489538923	2399.444743147116	1969.4809819051934	1996.3998296814302	1886.5845020363035	1828.8106697520468
0.07	2470.5245276021024	2281.406914432245	2168.922758432512	2323.093540854641	2530.150199693531	2544.578706148822	1983.4158647709921	2225.148898079756	2293.0686997172666	2004.667588757108	1944.034445023847	2257.964641383797	1990.1857453341636	2379.1241787830313	1961.3780098716272	1978.9675189219288	1876.2572352732384	1818.7042432189317
0.08	2456.768356296729	2270.576174184923	2162.121663957038	2316.9798062073914	2508.389444485648	2522.834956830292	1979.6398651243217	2223.2266888560907	2281.404471860633	1999.0830014724695	1934.757023866822	2239.9318684249997	1982.8788534403104	2356.3604046967002	1951.5203261492875	1959.2539800290763	1863.6419728337132	1806.9001349923853
0.09	2440.9779162681816	2257.2366775844303	2153.692165223662	2308.6711084026456	2483.9492019372287	2498.268810834086	1975.03756728055	2219.687379288262	2268.03723491139	1992.3802862622802	1923.8009959986045	2219.646584937062	1974.1270563581697	2331.3275305191296	1939.9597523229893	1937.571754181529	1848.7992861734808	1793.451438941723
