rho	8.0105	8.5105	9.0105	9.5105	10.0105	10.5105	11.0105	11.5105	12.0105	12.5105	13.0105	13.5105	14.0105	14.5105	15.0105	15.5105	16.0105	16.511
0.0	6.541108123652783e+19	6.5987427120158474e+19	6.699652407830733e+19	6.4824727662752965e+19	6.627745405569407e+19	6.649844031811612e+19	6.545884046943304e+19	6.6030581319164985e+19	6.740085820013357e+19	6.686936240953109e+19	6.844308205405778e+19	6.7578762835133e+19	6.737049040721269e+19	6.775212249966954e+19	6.747122472418643e+19	7.10232427942285e+19	6.8763328394127925e+19	6.773854521860916e+19
0.01	6.5352048331274e+19	6.594118893298382e+19	6.695772795708259e+19	6.4847792189927014e+19	6.6188011198660805e+19	6.6419362269524435e+19	6.549236718366672e+19	6.605980560757797e+19	6.72777650151628e+19	6.6807201973143675e+19	6.837759574651019e+19	6.7554455410448695e+19	6.733003945947762e+19	6.769691245955309e+19	6.723038089018187e+19	7.073957108851371e+19	6.873723146461014e+19	6.769296463384171e+19
0.02	6.527919734563442e+19	6.588453122523821e+19	6.691010756610805e+19	6.487324438842781e+19	6.608101453938083e+19	6.6321568522506805e+19	6.552969117032848e+19	6.609053370494293e+19	6.712950888761031e+19	6.672926285382587e+19	6.829629890966079e+19	6.751950687280246e+19	6.7278136947848815e+19	6.7627727932302344e+19	6.694770484560846e+19	7.040055404551015e+19	6.870010376865733e+19	6.76309702998393e+19
0.03	6.519368409707833e+19	6.581844837719899e+19	6.68544952382662e+19	6.4900813224692515e+19	6.5958016254608695e+19	6.620643084023355e+19	6.557032451345247e+19	6.612234865363821e+19	6.695816626826961e+19	6.663679679223987e+19	6.820044023381448e+19	6.747443698007962e+19	6.721556811174949e+19	6.754567863964838e+19	6.662664930700857e+19	7.000994161086363e+19	6.865254009577446e+19	6.755345884397874e+19
0.04	6.509675002932833e+19	6.574398411954848e+19	6.679175893557939e+19	6.493024983944804e+19	6.582065786152604e+19	6.607543818031422e+19	6.561379441880656e+19	6.615486280903266e+19	6.6765943116560785e+19	6.65311347681452e+19	6.809133273106921e+19	6.741982067615857e+19	6.714318521679934e+19	6.745194134761074e+19	6.62709296151589e+19	6.9571791811292406e+19	6.8595184627024e+19	6.74614083616316e+19
0.05	6.49897082850332e+19	6.566221810113176e+19	6.672279086709552e+19	6.496132385300914e+19	6.567065486320532e+19	6.593018300296257e+19	6.565964059230086e+19	6.6187714524177555e+19	6.655515495388644e+19	6.641367133524915e+19	6.7970338835244245e+19	6.735627899099718e+19	6.70618965176319e+19	6.734774565612113e+19	6.588449737071758e+19	6.9090445949333135e+19	6.852872019805494e+19	6.735586590072867e+19
0.06	6.487392904421556e+19	6.5574252434840764e+19	6.664849611732521e+19	6.499381950746252e+19	6.5509780552050926e+19	6.577234647084564e+19	6.570741264087523e+19	6.622056475102591e+19	6.632820546318096e+19	6.628584863136869e+19	6.783885521461275e+19	6.728446969767157e+19	6.6972654614841704e+19	6.723435958864022e+19	6.5471509898130915e+19	6.857049999916999e+19	6.845385764274401e+19	6.72379347009651e+19
0.07	6.475082420313681e+19	6.54811983189179e+19	6.656978137957491e+19	6.502753170513116e+19	6.533984902898386e+19	6.5603682545294655e+19	6.575666755055408e+19	6.625309361987359e+19	6.6087563681056055e+19	6.61491401683581e+19	6.769829742256491e+19	6.720507780583477e+19	6.687644429160223e+19	6.711307507990134e+19	6.503629539281399e+19	6.801677195889643e+19	6.83713253051215e+19	6.710876127466591e+19
0.08	6.46218314900949e+19	6.538416283427983e+19	6.6487543891570835e+19	6.506226200142298e+19	6.516269752571583e+19	6.542600100870394e+19	6.580696728921281e+19	6.628499705223609e+19	6.583573988007423e+19	6.600503451776238e+19	6.755008452385376e+19	6.711880597446587e+19	6.6774269933793075e+19	6.698519346686285e+19	6.458331374580849e+19	6.743426502152616e+19	6.828185880345485e+19	6.696952241982878e+19
0.09	6.4488398139139604e+19	6.5284236022236406e+19	6.640266067361269e+19	6.509781460930129e+19	6.49801681504462e+19	6.524114947398183e+19	6.58578765747712e+19	6.631598345629948e+19	6.557526029673959e+19	6.58550190208889e+19	6.7395623846133465e+19	6.7026364930642076e+19	6.666714265695048e+19	6.685201109572206e+19	6.411711320536729e+19	6.6828126560751165e+19	6.8186191127026926e+19	6.682141226057969e+19
0.1	6.435196426868977e+19	6.51824783507123e+19	6.631597817167834e+19	6.513399247195567e+19	6.4794089212422185e+19	6.505099447809559e+19	6.590896084294356e+19	6.634577054833183e+19	6.530864092376367e+19	6.57005636651355e+19	6.723629601722822e+19	6.692846398497515e+19	6.655606728301049e+19	6.671480516582477e+19	6.36422832213295e+19	6.6203603084908675e+19	6.808504314300174e+19	6.666562941572087e+19
0.11	6.421394613831259e+19	6.50799086802619e+19	6.6228302408961745e+19	6.517059345957108e+19	6.4606256316469395e+19	6.4857401796977476e+19	6.595978444228576e+19	6.637408233793994e+19	6.503836065044424e+19	6.554310528106903e+19	6.707344045710204e+19	6.682580173791102e+19	6.644202932851824e+19	6.6574819938818925e+19	6.316340401846037e+19	6.55659914889546e+19	6.797911458758108e+19	6.6503364401641325e+19
0.12	6.407571948206522e+19	6.497749284328529e+19	6.614038974884763e+19	6.520740674515568e+19	6.441841345300882e+19	6.466221616190135e+19	6.600990907803778e+19	6.640064630975095e+19	6.476683409942755e+19	6.538403222596213e+19	6.690834149900544e+19	6.671905707386387e+19	6.632598218251476e+19	6.643325344776439e+19	6.268499364951772e+19	6.4920587122422e+19	6.786907561215794e+19	6.633578738100781e+19
0.13	6.3938603139266716e+19	6.487613295041991e+19	6.605293836992993e+19	6.524420941297014e+19	6.423223434026509e+19	6.446724060111744e+19	6.6058892520155824e+19	6.642519082893212e+19	6.449638456812741e+19	6.522466972828574e+19	6.674221531598966e+19	6.660888054174188e+19	6.620883466546746e+19	6.6291244845436715e+19	6.221145347611394e+19	6.427262938244852e+19	6.775555895114035e+19	6.6164036372737655e+19
