T Z1 Z2 Z3 Z4 Z5 Z6 Z7
1875.67702242167 2.27064110353688E-23 1.35720067176081E-17 2.57636741975625E-12 1.7407299621412E-7 0.000426928577723123 0.154551084613418 99.8450218127333
1895.24896641066 2.08928680150505E-23 1.26495121423872E-17 2.43335001574921E-12 1.66691767229247E-7 0.000414013722624216 0.152287787343944 99.8472980322392
1915.02513585368 1.92256038695881E-23 1.17905229810262E-17 2.29840922498596E-12 1.59631540175975E-7 0.000401512515119004 0.150063439182975 99.8495348886681
1935.00766176214 1.76927070032716E-23 1.09906138080582E-17 2.17108147453884E-12 1.52878026163618E-7 0.000389411059454509 0.147877301519052 99.8517331345413
1955.19869738372 1.62832447729323E-23 1.02456712197214E-17 2.05093021156119E-12 1.46417586219609E-7 0.000377695946314881 0.145728650845176 99.8538935067889
1975.60041843436 1.49871823109516E-23 9.55187158532257E-18 1.93754430520057E-12 1.40237201129053E-7 0.000366354235163834 0.143616778431134 99.8560167270946
1996.21502333276 1.37955503425883E-23 8.90580776689365E-18 1.83056383947095E-12 1.34326241345469E-7 0.000355380731628508 0.141543416377568 99.8581010685627
2017.04473343723 1.27004134711572E-23 8.30450192620109E-18 1.72968651776974E-12 1.28677086104147E-7 0.000344781091033062 0.139513985486959 99.8601411047432
2038.09179328508 1.16929932359107E-23 7.74426642821179E-18 1.63445536234979E-12 1.23270973499481E-7 0.000334513706785195 0.137517934702785 99.8621474283178
2059.35847083445 1.07662026085973E-23 7.22226477291895E-18 1.54454965202681E-12 1.1809722403783E-7 0.000324567712218019 0.135554663851234 99.8641206503378
2080.84705770875 9.91353199959944E-24 6.73585846841024E-18 1.45966714167488E-12 1.13145636826886E-7 0.000314932609543682 0.133623584324984 99.8660613699184
2102.55986944355 9.12900182243199E-24 6.28259306511442E-18 1.37952298348312E-12 1.08406467727891E-7 0.000305598256909615 0.131724118847687 99.8679701744876
2124.49924573613 8.40711898612411E-24 5.86018518493191E-18 1.30384871200851E-12 1.03870408522618E-7 0.000296554855922735 0.129855701243467 99.8698476400289
2146.66755069758 7.74283698770879E-24 5.46651047369067E-18 1.23239128920532E-12 9.95285670471754E-8 0.000287792939624115 0.128017776211313 99.8716943313193
2169.06717310752 7.13151930460361E-24 5.09959241056398E-18 1.16491220584327E-12 9.53724482470524E-8 0.00027930336089753 0.126209799104255 99.8735108021612
2191.70052667156 6.56890581189146E-24 4.75759191290162E-18 1.10118663594347E-12 9.13939361099702E-8 0.000271077281295694 0.124431235713235 99.8752975956104
2214.57005028138 6.05108197260002E-24 4.43879767938806E-18 1.04100264106544E-12 8.75852764352121E-8 0.000263106160268815 0.122681562055559 99.8770552441978
2237.6782082775 5.57445057021353E-24 4.14161721857493E-18 9.84160421469204E-13 8.39390604000401E-8 0.000255381744780506 0.120960264167823 99.8787842701473
2261.02749071487 5.13570577200467E-24 3.86456851367193E-18 9.30471611357232E-13 8.04482088857395E-8 0.000247896059296793 0.119266837903233 99.8804851855883
2284.62041363116 4.73180932948497E-24 3.60627227802955E-18 8.79758615568547E-13 7.71059575275695E-8 0.000240641396134404 0.117600788733209 99.8821584927638
2308.4595193179 4.35996873849732E-24 3.36544475904473E-18 8.31853985256915E-13 7.39058424546611E-8 0.000233610306155129 0.11596163155318 99.883804684234
2332.54737659443 4.01761719632151E-24 3.14089105127074E-18 7.86599830232843E-13 7.0841686687455E-8 0.000226795589793452 0.114348890492491 99.8854242430752
2356.88658108468 3.70239520676584E-24 2.93149888234607E-18 7.43847265789397E-13 6.7907587161879E-8 0.000220190288405215 0.112762098728311 99.8870176430749
2381.4797554969 3.41213369667158E-24 2.7362328379807E-18 7.03455891962971E-13 6.50979023508958E-8 0.00021378767592551 0.111200798303477 99.888585348922
2406.32954990624 3.14483851866107E-24 2.55412899467163E-18 6.65293303303015E-13 6.2407240455455E-8 0.000207581250824403 0.10966453994817 99.8901278163931
2431.43864204036 2.89867622540784E-24 2.38428993107722E-18 6.29234627340956E-13 5.98304481382212E-8 0.000201564728349609 0.108152882905353 99.8916454925352
2456.80973756791 2.67196101027253E-24 2.22588009107082E-18 5.95162090056708E-13 5.73625997747046E-8 0.000195732033045528 0.106665394759877 99.8931388158439
2482.44557039014 2.46314271791462E-24 2.07812147343681E-18 5.62964606743729E-13 5.49989871976392E-8 0.000190077291538592 0.105201651271187 99.8946082164377
2508.34890293546 2.27080144995743E-24 1.94029407563452E-18 5.32538480834934E-13 5.27352094642828E-8 0.000184595302246511 0.103761452254 99.896053899708
2534.52252645713 2.09377584346375E-24 1.81184357196276E-18 5.03814603790178E-13 5.05697358984803E-8 0.000179294034453135 0.102350594663229 99.8974700607321
2560.96926133402 1.93066576734659E-24 1.6919883644638E-18 4.76662615284633E-13 4.84950685745884E-8 0.000174152089586591 0.10096145563588 99.898864343779
2587.69195737454 1.78036848579716E-24 1.58014731320341E-18 4.50995299144419E-13 4.65073242704297E-8 0.000169164487006907 0.0995936714825223 99.9002371175227
2614.69349412372 1.6418693390415E-24 1.47577896489348E-18 4.26730342678536E-13 4.46027889090516E-8 0.000164326407303557 0.0982468850214746 99.901588743968
2641.97678117349 1.51423465458838E-24 1.37837881629834E-18 4.03790057487598E-13 4.27779100623323E-8 0.000159633186910175 0.0969207454559561 99.9029195785788
2669.54475847621 1.39660523328519E-24 1.28747676811895E-18 3.82101116362777E-13 4.10292897922963E-8 0.000155080312904313 0.0956149082536505 99.9042299704038
2697.40039666148 1.2881903632321E-24 1.20263475597652E-18 3.61594305336926E-13 3.93536778146948E-8 0.000150663417985729 0.0943290350286459 99.9055202621993
2725.54669735626 1.18826231846656E-24 1.12344454606434E-18 3.42204290004947E-13 3.7747964970115E-8 0.000146378275626924 0.0930627934256999 99.9067907905504
2753.98669350825 1.09615130287216E-24 1.04952568391718E-18 3.23869395282581E-13 3.62091769885657E-8 0.000142220795389836 0.0918158570067768 99.9080418859883
2782.72344971278 1.01124080301573E-24 9.80523585565128E-19 3.06531397821778E-13 3.47344685341477E-8 0.000138187018402889 0.0905879051398219 99.909273873107
2811.76006254303 9.32963316595848E-25 9.16107761097472E-19 2.90135330346636E-13 3.33211175170204E-8 0.000134273112992718 0.0893786228897134 99.9104870706759
2841.09966088365 8.60796425920393E-25 8.55970161367504E-19 2.74629297217367E-13 3.19665196604873E-8 0.000130475370465176 0.0881877009113614 99.9116817917514
2870.74540626799 7.94259188338591E-25 7.99823639223657E-19 2.5996430057034E-13 3.06681833115748E-8 0.000126790201030367 0.0870148353448993 99.9128583437856
2900.70049321873 7.32908817853469E-25 7.47400517260259E-19 2.4609407642054E-13 2.94237244840168E-8 0.000123214129866659 0.0858597277129334 99.9140170287332
2930.96814959212 6.76337634252061E-25 6.9845125464621E-19 2.32974940148814E-13 2.8230862123075E-8 0.000119743793318816 0.0847220848198012 99.9151581431558
2961.55163692582 6.24170258027215E-25 6.52743206114304E-19 2.20565640830157E-13 2.70874135821106E-8 0.000116375935225557 0.0836016186528072 99.9162819783243
2992.45425079033 5.76061031142174E-25 6.10059466681143E-19 2.08827223891125E-13 2.59912903012837E-8 0.000113107403372006 0.0824980462853857 99.9173888203197
3023.67932114412 5.31691645319828E-25 5.70197796120384E-19 1.97722901614471E-13 2.49404936792101E-8 0.000109935146062692 0.0814110897821588 99.9184789501311
3055.23021269244 4.9076896103518E-25 5.32969617632448E-19 1.8721793103728E-13 2.39331111288192E-8 0.000106856208810876 0.0803404761058488 99.919552643752
3087.11032524994 4.5302300176277E-25 4.98199085544467E-19 1.77279498815422E-13 2.29673123090622E-8 0.00010386773114015 0.0792859370260073 99.9206101722754
3119.32309410693 4.18205109291536E-25 4.65722217237345E-19 1.67876612652123E-13 2.20413455245078E-8 0.000100966943494415 0.078247209029525 99.9216518019855
3151.87199039965 3.86086247076267E-25 4.35386084833872E-19 1.58979998911901E-13 2.11535342852237E-8 9.81511642524419E-5 0.0772240332328858 99.9226777944492
3184.76052148425 3.56477442289527E-25 4.0707093406273E-19 1.50570081183431E-13 2.0303129409972E-8 9.54232801891118E-5 0.0762195937359179 99.9236849626806
3217.99223131475 3.29160393158425E-25 3.806193941089E-19 1.42612346047746E-13 1.94877285327925E-8 9.27753627404699E-5 0.0752303507342336 99.9246768544152
3251.57070082492 3.03952741744767E-25 3.55903790003943E-19 1.35080797892402E-13 1.87057170755773E-8 9.0204026336203E-5 0.0742554484584394 99.9256543288094
3285.49954831415 2.80690382648013E-25 3.32809099754132E-19 1.27952319869563E-13 1.79557026254245E-8 8.77069741865843E-5 0.0732946620640502 99.9266176130059
3319.78242983736 2.59222070672175E-25 3.11227993803216E-19 1.21205064397462E-13 1.72363518439446E-8 8.52819806623023E-5 0.0723477704595886 99.9275669303233
3354.42303959891 2.39408405844354E-25 2.91060315919372E-19 1.14818382647728E-13 1.65463879198225E-8 8.29268890238854E-5 0.0714145562406368 99.9285025003238
3389.42511035076 2.21120899097606E-25 2.72212599421638E-19 1.08772757994387E-13 1.58845881329398E-8 8.06396092255454E-5 0.0704948056251 99.929424538881
3424.79241379463 2.04241112163876E-25 2.54597616319571E-19 1.03049743199574E-13 1.5249781525102E-8 7.84181157909439E-5 0.0695883083896535 99.9303332582447
3460.52876098845 1.88659865742497E-25 2.38133957107669E-19 9.76319011237966E-14 1.4640846672633E-8 7.62604457584624E-5 0.0686948578073526 99.9312288671059
3496.63800275702 1.74276510487625E-25 2.22745639112515E-19 9.2502748760868E-14 1.405670955632E-8 7.41646966936534E-5 0.0678142505863859 99.9321115706601
3533.12403010697 1.60998255796853E-25 2.08361741435814E-19 8.76467044089913E-14 1.34963415243861E-8 7.21290247666127E-5 0.0669462868099467 99.9329815706689
3569.99077464604 1.48739551786826E-25 1.94916064671813E-19 8.304903780035E-14 1.29587573443719E-8 7.01516428921048E-5 0.0660907698772062 99.9338390655211
3607.24220900674 1.37421520212404E-25 1.82346813703302E-19 7.86958230216741E-14 1.24430133399839E-8 6.82308189303371E-5 0.0652475064453593 99.9346842502926
3644.88234727439 1.2697143042682E-25 1.70596301997542E-19 7.45738940678857E-14 1.19482056091508E-8 6.63648739463578E-5 0.0644163063727324 99.935517316805
